 2458852.491238  1  3   6614.   7.4 I  98. 259.  26. 23 47.4  0.8  0.7  48.
 2458852.541092  1  4   6751.   6.6 I  98. 268.  11.  0 59.2  0.3  0.2  57.
 2458853.341331  1  4   9785.   6.8 I 108. 177.  69. 20 11.5 99.9 99.9 130.
 2458855.538568  1  7  17830.   7.2 I 132. 265.  46.  0 55.5 99.9 -0.6  82.
 2458862.665917  1 14  52683.   6.9 E 225. 162.  73.  3 58.9  0.5 -4.4 353.
 2458863.754341  1 15  57380.   4.0 I 240. 212.  65.  6  6.2 99.9 99.9 135.
 2458863.807608  1 15  57380.   4.0 E 240. 240.  53.  7 22.9 99.9 99.9 294.
 2458865.620886  1 17  65540.   7.1 E 265. 110.  25.  2 54.1  0.8 -0.3 303.
 2458867.667693  1 19  74531.   7.5 E 292. 114.  13.  4  1.5  0.2 -0.7 319.
 2458867.685962  1 19  74581.   6.8 E 292. 118.  18.  4 27.8  0.7  0.1 296.
 2458868.715679  1 20  79203.   6.4 E 305. 120.  13.  5 10.6  0.6  0.2 293.
 2458878.370290  1 29   1691.   7.4 I  54. 252.  24. 20 53.2  0.3  2.1  19.
 2458880.409124  1 31   8597.   7.7 I  77. 257.  34. 21 49.1  1.4 -0.8  85.
 2458881.488428  2  1  12354.   6.7 I  88. 271.  21. 23 43.3 99.9 99.9 118.
 2458882.540547  2  3  16221.   7.4 I 100. 278.  17.  0 58.4  0.4 -1.0  89.
 2458883.510579  2  4  20056.   7.5 I 111. 272.  38.  0 15.2  0.7 99.9 139.
 2458883.566083  2  4  20255.   6.1 I 112. 281.  21.  1 35.2  1.0  1.2  39.
 2458883.585306  2  4  20350.   6.8 I 112. 283.  15.  2  2.8 -0.2 -2.5 127.
 2458884.542782  2  5  24403.   7.2 I 124. 275.  40.  1  1.6  1.3 -0.8  86.
 2458885.510550  2  6  29288.   6.9 I 136. 265.  62.  0 15.2 99.9 99.9  49.
 2458885.550051  2  6  29450.   6.5 I 136. 272.  50.  1 12.1 99.9  0.1  69.
 2458885.619265  2  6  29655.   3.3 I 137. 282.  29.  2 51.7 -1.0 99.9 159.
 2458885.638465  2  6  29655.   3.3 E 137. 284.  23.  3 19.4  1.9 99.9 211.
 2458890.696081  2 11  55488.   6.7 E 206. 234.  60.  4 42.4 99.9 99.9   9.
 2458891.543731  2 12  59451.   6.9 E 219. 113.  43.  1  3.0  1.6  0.4 281.
 2458892.704388  2 13  64498.   7.6 E 234. 183.  59.  4 54.3 -0.1 99.9 360.
 2458892.743925  2 13  64569.   7.1 E 235. 208.  55.  5 51.2  1.0 -2.5 337.
 2458893.721682  2 14  68967.   7.8 E 248. 172.  53.  5 19.2  1.9 -1.0 302.
 2458897.716872  2 18  87156.   7.9 E 299. 126.  14.  5 12.3  2.1  3.0 234.
 2458906.312474  2 26   3889.   6.6 I  34. 254.  26. 19 30.0  0.9  0.1  63.
 2458910.337219  3  1  18170.   6.0 I  78. 251.  63. 20  5.6 99.9 99.9  21.
 2458912.407991  3  3  26853.   6.3 I 102. 262.  65. 21 47.5 99.9 99.9  24.
 2458912.519986  3  4  27320.   7.7 I 103. 281.  31.  0 28.8  1.1 -0.1  67.
 2458913.351419  3  4  31696.   6.7 I 114. 130.  82. 20 26.1  1.5 99.9  12.
 2458913.465013  3  4  32157.   7.8 I 115. 268.  59. 23  9.6 99.9 99.9 113.
 2458913.543803  3  5  32431.   6.5 I 116. 279.  35.  1  3.1  1.7  0.8  52.
 2458913.582402  3  5  32614.   7.5 I 116. 284.  24.  1 58.7  0.8 -0.3  71.
 2458913.598427  3  5  32688.   6.8 I 116. 287.  19.  2 21.7  0.6 -0.3  68.
 2458914.403613  3  5  37428.   5.9 I 127. 161.  84. 21 41.2  2.7  1.6  64.
 2458914.431003  3  5  37522.   7.4 I 128. 232.  81. 22 20.6  2.7  0.6  76.
 2458914.668390  3  6  38495.   7.0 I 130. 290.  10.  4  2.5  0.4  0.0  59.
 2458915.668442  3  7  43683.   6.7 I 143. 282.  21.  4  2.5  0.4 -0.9  89.
 2458921.747827  3 13  71873.   6.8 E 229. 212.  43.  5 56.9  1.9 -1.4 301.
 2458924.749492  3 16  85954.   7.4 E 268. 161.  36.  5 59.3 99.9 99.9 292.
 2458926.699325  3 18  95503.   5.5 E 292. 126.  12.  4 47.0  1.2  1.3 260.
 2458926.732797  3 18  95623.   7.8 E 292. 133.  20.  5 35.2  1.9  1.7 248.
 2458935.337772  3 26   9809.   6.3 I  26. 272.  14. 20  6.4  0.6  1.9  25.
 2458937.343457  3 28  17058.   6.2 I  48. 271.  35. 20 14.6 99.9 99.9  39.
 2458938.364836  3 29  21008.   7.1 I  59. 273.  39. 20 45.4  1.7  1.2  45.
 2458940.368227  3 31  30003.   6.6 I  83. 267.  62. 20 50.2  2.8  2.3  44.
 2458940.370826  3 31  30046.   6.9 I  83. 267.  61. 20 54.0 99.9 -0.1  78.
 2458940.376242  3 31  30049.   7.0 I  83. 268.  59. 21  1.8  1.6 -2.4 122.
 2458940.516333  4  1  30569.   6.6 I  84. 288.  17.  0 23.5  1.0  0.8  46.
 2458940.511017  4  1  30570.   6.0 I  84. 287.  18.  0 15.9  0.4 -0.6  77.
 2458941.525841  4  2  35842.   6.2 I  96. 284.  25.  0 37.2 -0.3 99.9 142.
 2458942.501254  4  3  40950.   7.3 I 109. 273.  44.  0  1.8  2.2  0.7  59.
 2458943.472356  4  3  45648.   7.9 I 122. 254.  64. 23 20.2 99.9 99.9 197.
