 2458834.5 190.29  32.96 190.54 215.87 166.90
 2458835.5 180.56 190.62 340.58   6.17 257.54
 2458836.5 170.82 348.28 130.61 156.47 348.19
 2458837.5 161.09 145.94 280.64 306.77  78.83
 2458838.5 151.36 303.61  70.68  97.07 169.48
 2458839.5 141.63 101.27 220.71 247.37 260.12
 2458840.5 131.90 258.94  10.75  37.67 350.77
 2458841.5 122.17  56.61 160.78 187.98  81.42
 2458842.5 112.45 214.27 310.82 338.28 172.07
 2458843.5 102.72  11.94 100.86 128.59 262.72
 2458844.5  93.00 169.61 250.90 278.90 353.37
 2458845.5  83.27 327.28  40.94  69.20  84.02
 2458846.5  73.55 124.96 190.99 219.51 174.67
 2458847.5  63.83 282.63 341.03   9.82 265.32
 2458848.5  54.11  80.30 131.07 160.13 355.98
 2458849.5  44.39 237.98 281.12 310.45  86.63
 2458850.5  34.67  35.66  71.17 100.76 177.29
 2458851.5  24.95 193.33 221.21 251.07 267.94
 2458852.5  15.23 351.01  11.26  41.39 358.60
 2458853.5   5.51 148.69 161.31 191.71  89.26
 2458854.5 355.80 306.38 311.36 342.02 179.92
 2458855.5 346.08 104.06 101.42 132.34 270.58
 2458856.5 336.37 261.74 251.47 282.66   1.25
 2458857.5 326.65  59.43  41.53  72.99  91.91
 2458858.5 316.94 217.12 191.58 223.31 182.57
 2458859.5 307.23  14.80 341.64  13.64 273.24
 2458860.5 297.51 172.49 131.70 163.96   3.91
 2458861.5 287.80 330.19 281.76 314.29  94.58
 2458862.5 278.09 127.88  71.82 104.62 185.25
 2458863.5 268.38 285.57 221.89 254.95 275.92
 2458864.5 258.67  83.27  11.95  45.28   6.59
 2458865.5 248.96 240.96 162.02 195.61  97.26
 2458866.5 239.25  38.66 312.09 345.95 187.94
 2458867.5 229.54 196.36 102.16 136.28 278.62
 2458868.5 219.83 354.06 252.23 286.62   9.29
 2458869.5 210.12 151.77  42.30  76.96  99.97
 2458870.5 200.41 309.47 192.37 227.30 190.65
 2458871.5 190.70 107.18 342.45  17.64 281.34
 2458872.5 181.00 264.88 132.53 167.99  12.02
 2458873.5 171.29  62.59 282.61 318.33 102.70
 2458874.5 161.58 220.30  72.69 108.68 193.39
 2458875.5 151.87  18.02 222.77 259.03 284.08
 2458876.5 142.16 175.73  12.85  49.38  14.77
 2458877.5 132.46 333.45 162.94 199.73 105.46
 2458878.5 122.75 131.16 313.03 350.09 196.15
 2458879.5 113.04 288.88 103.12 140.44 286.85
 2458880.5 103.33  86.60 253.21 290.80  17.54
 2458881.5  93.62 244.33  43.30  81.16 108.24
 2458882.5  83.92  42.05 193.39 231.52 198.94
 2458883.5  74.21 199.78 343.49  21.88 289.64
 2458884.5  64.50 357.51 133.59 172.25  20.34
 2458885.5  54.79 155.24 283.69 322.61 111.05
 2458886.5  45.08 312.97  73.79 112.98 201.75
 2458887.5  35.37 110.70 223.89 263.35 292.46
 2458888.5  25.66 268.44  14.00  53.72  23.17
 2458889.5  15.95  66.17 164.10 204.10 113.88
 2458890.5   6.24 223.91 314.21 354.47 204.59
 2458891.5 356.53  21.66 104.32 144.85 295.30
 2458892.5 346.82 179.40 254.44 295.23  26.02
 2458893.5 337.11 337.14  44.55  85.61 116.74
 2458894.5 327.39 134.89 194.67 235.99 207.46
 2458895.5 317.68 292.64 344.79  26.38 298.18
 2458896.5 307.97  90.39 134.91 176.77  28.90
 2458897.5 298.25 248.15 285.03 327.16 119.63
 2458898.5 288.54  45.90  75.16 117.55 210.35
 2458899.5 278.82 203.66 225.28 267.94 301.08
 2458900.5 269.11   1.42  15.41  58.34  31.81
 2458901.5 259.39 159.18 165.54 208.74 122.54
 2458902.5 249.67 316.94 315.68 359.13 213.28
 2458903.5 239.95 114.71 105.81 149.54 304.01
 2458904.5 230.23 272.48 255.95 299.94  34.75
 2458905.5 220.51  70.25  46.09  90.35 125.49
 2458906.5 210.79 228.02 196.23 240.76 216.23
 2458907.5 201.07  25.79 346.37  31.17 306.97
 2458908.5 191.34 183.57 136.52 181.58  37.71
 2458909.5 181.62 341.35 286.67 331.99 128.46
 2458910.5 171.89 139.13  76.82 122.41 219.21
 2458911.5 162.17 296.91 226.97 272.83 309.96
 2458912.5 152.44  94.70  17.13  63.25  40.71
 2458913.5 142.71 252.49 167.28 213.68 131.47
 2458914.5 132.98  50.28 317.44   4.10 222.22
 2458915.5 123.25 208.07 107.60 154.53 312.98
 2458916.5 113.52   5.86 257.77 304.96  43.74
 2458917.5 103.79 163.66  47.94  95.39 134.50
 2458918.5  94.05 321.46 198.10 245.83 225.26
 2458919.5  84.31 119.26 348.28  36.27 316.03
 2458920.5  74.58 277.07 138.45 186.71  46.79
 2458921.5  64.84  74.87 288.62 337.15 137.56
 2458922.5  55.10 232.68  78.80 127.60 228.33
 2458923.5  45.36  30.49 228.98 278.04 319.11
 2458924.5  35.61 188.31  19.17  68.49  49.88
 2458925.5  25.87 346.12 169.35 218.94 140.66
 2458926.5  16.12 143.94 319.54   9.40 231.43
 2458927.5   6.37 301.76 109.73 159.86 322.21
 2458928.5 356.63  99.58 259.92 310.31  53.00
 2458929.5 346.88 257.41  50.12 100.78 143.78
 2458930.5 337.12  55.24 200.31 251.24 234.57
 2458931.5 327.37 213.07 350.52  41.71 325.35
 2458932.5 317.61  10.90 140.72 192.18  56.14
 2458933.5 307.86 168.74 290.92 342.65 146.93
 2458934.5 298.10 326.58  81.13 133.12 237.73
 2458935.5 288.34 124.42 231.34 283.60 328.52
 2458936.5 278.58 282.26  21.55  74.08  59.32
 2458937.5 268.82  80.11 171.77 224.56 150.12
 2458938.5 259.05 237.96 321.99  15.05 240.92
 2458939.5 249.29  35.81 112.21 165.54 331.72
 2458940.5 239.52 193.66 262.43 316.03  62.52
 2458941.5 229.75 351.52  52.66 106.52 153.33
 2458942.5 219.98 149.38 202.89 257.01 244.14
 2458943.5 210.21 307.24 353.12  47.51 334.94
 2458944.5 200.43 105.11 143.35 198.01  65.76
 2458945.5 190.66 262.97 293.59 348.51 156.57
 2458946.5 180.88  60.84  83.83 139.02 247.38
 2458947.5 171.10 218.72 234.07 289.53 338.20
 2458948.5 161.32  16.59  24.31  80.04  69.02
 2458949.5 151.54 174.47 174.56 230.55 159.84
 2458950.5 141.75 332.35 324.81  21.07 250.66
 2458951.5 131.96 130.23 115.06 171.59 341.48
 2458952.5 122.18 288.12 265.32 322.11  72.31
 2458953.5 112.39  86.01  55.58 112.64 163.13
 2458954.5 102.60 243.90 205.84 263.16 253.96
 2458955.5  92.80  41.79 356.10  53.69 344.79
 2458956.5  83.01 199.69 146.37 204.23  75.62
 2458957.5  73.21 357.59 296.64 354.76 166.46
 2458958.5  63.42 155.49  86.91 145.30 257.29
 2458959.5  53.62 313.40 237.18 295.84 348.13
 2458960.5  43.82 111.30  27.46  86.38  78.97
 2458961.5  34.01 269.21 177.74 236.93 169.81
 2458962.5  24.21  67.13 328.02  27.48 260.65
 2458963.5  14.41 225.04 118.31 178.03 351.49
 2458964.5   4.60  22.96 268.59 328.59  82.33
 2458965.5 354.79 180.88  58.89 119.15 173.18
 2458966.5 344.98 338.81 209.18 269.71 264.03
 2458967.5 335.17 136.74 359.48  60.27 354.88
 2458968.5 325.36 294.67 149.78 210.83  85.73
 2458969.5 315.55  92.60 300.08   1.40 176.58
 2458970.5 305.74 250.53  90.38 151.97 267.43
 2458971.5 295.92  48.47 240.69 302.55 358.29
 2458972.5 286.11 206.41  31.00  93.13  89.14
 2458973.5 276.29   4.36 181.31 243.70 180.00
 2458974.5 266.47 162.30 331.63  34.29 270.86
 2458975.5 256.66 320.25 121.95 184.87   1.72
 2458976.5 246.84 118.20 272.27 335.46  92.58
 2458977.5 237.02 276.16  62.59 126.05 183.45
 2458978.5 227.19  74.11 212.92 276.64 274.31
 2458979.5 217.37 232.07   3.24  67.24   5.17
 2458980.5 207.55  30.03 153.58 217.84  96.04
 2458981.5 197.73 188.00 303.91   8.44 186.91
 2458982.5 187.90 345.97  94.25 159.04 277.78
 2458983.5 178.08 143.94 244.59 309.65   8.65
 2458984.5 168.25 301.91  34.93 100.25  99.52
 2458985.5 158.43  99.88 185.27 250.87 190.39
 2458986.5 148.60 257.86 335.62  41.48 281.27
 2458987.5 138.77  55.84 125.97 192.09  12.14
 2458988.5 128.95 213.82 276.32 342.71 103.02
 2458989.5 119.12  11.81  66.68 133.33 193.89
 2458990.5 109.30 169.80 217.03 283.96 284.77
 2458991.5  99.47 327.79   7.39  74.58  15.65
 2458992.5  89.64 125.78 157.75 225.21 106.53
 2458993.5  79.82 283.77 308.12  15.84 197.41
 2458994.5  70.00  81.77  98.48 166.48 288.29
 2458995.5  60.17 239.77 248.85 317.11  19.17
 2458996.5  50.35  37.77  39.22 107.75 110.06
 2458997.5  40.52 195.77 189.60 258.39 200.94
 2458998.5  30.70 353.78 339.97  49.03 291.82
 2458999.5  20.88 151.79 130.35 199.67  22.71
 2459000.5  11.06 309.80 280.73 350.32 113.59
 2459001.5   1.24 107.81  71.11 140.97 204.48
 2459002.5 351.42 265.82 221.49 291.62 295.37
 2459003.5 341.61  63.84  11.88  82.27  26.26
 2459004.5 331.79 221.86 162.26 232.92 117.14
 2459005.5 321.97  19.87 312.65  23.58 208.03
 2459006.5 312.16 177.90 103.04 174.24 298.92
 2459007.5 302.35 335.92 253.43 324.89  29.81
 2459008.5 292.54 133.94  43.83 115.55 120.70
 2459009.5 282.73 291.97 194.22 266.22 211.59
 2459010.5 272.92  90.00 344.62  56.88 302.48
 2459011.5 263.12 248.02 135.02 207.54  33.37
 2459012.5 253.31  46.05 285.42 358.21 124.27
 2459013.5 243.51 204.09  75.82 148.88 215.16
 2459014.5 233.71   2.12 226.22 299.55 306.05
 2459015.5 223.92 160.15  16.63  90.22  36.94
 2459016.5 214.12 318.19 167.03 240.89 127.83
 2459017.5 204.33 116.22 317.44  31.56 218.72
 2459018.5 194.54 274.26 107.84 182.24 309.62
 2459019.5 184.76  72.30 258.25 332.91  40.51
 2459020.5 174.98 230.34  48.66 123.59 131.40
 2459021.5 165.20  28.38 199.07 274.26 222.29
 2459022.5 155.42 186.42 349.48  64.94 313.18
 2459023.5 145.65 344.46 139.89 215.62  44.08
 2459024.5 135.88 142.50 290.30   6.29 134.97
 2459025.5 126.11 300.54  80.71 156.97 225.86
 2459026.5 116.35  98.58 231.12 307.65 316.75
 2459027.5 106.59 256.63  21.54  98.33  47.64
 2459028.5  96.83  54.67 171.95 249.01 138.53
 2459029.5  87.08 212.71 322.36  39.69 229.42
