 -3    0 46   0 51   0 56   1  0   1  3   1  6   1 11   1 16   1 20   1 25   1 29   1 34   1 37   1 41   1 41   1 42   1 44   1 45   1 47   1 49   1 52   1 54   1 57   2  0   2  3   2  7   2 11   2 16
 -2    1  9   1 20   1 28   1 35   1 41   1 47   1 56   2  4   2 12   2 19   2 28   2 37   2 42   2 48   2 48   2 51   2 54   2 57   3  1   3  4   3  8   3 13   3 18   3 23   3 29   3 37   3 45   3 54
 -1    1 38   1 53   2  5   2 15   2 24   2 31   2 44   2 56   3  7   3 17   3 29   3 42   3 50   3 59   3 59   4  3   4  7   4 11   4 16   4 22   4 27   4 34   4 41   4 49   4 58   5  9   5 22   5 37
  0    2 14   2 33   2 48   3  1   3 12   3 21   3 38   3 52   4  6   4 19   4 33   4 50   4 59   5 10   5 10   5 15   5 20   5 26   5 32   5 39   5 46   5 54   6  4   6 14   6 26   6 40   6 57   7 19
  1    3  0   3 23   3 41   3 55   4  7   4 18   4 37   4 53   5  8   5 23   5 39   5 57   6  8   6 20   6 20   6 26   6 32   6 38   6 45   6 53   7  1   7 10   7 21   7 33   7 47   8  3   8 24   8 50
  2    4  0   4 23   4 42   4 57   5 10   5 21   5 40   5 56   6 12   6 27   6 43   7  2   7 13   7 26   7 26   7 31   7 37   7 44   7 51   7 58   8  7   8 16   8 27   8 39   8 53   9 10   9 30   9 57
  3    5 11   5 34   5 51   6  5   6 17   6 27   6 45   7  1   7 15   7 29   7 45   8  2   8 12   8 24   8 24   8 29   8 34   8 40   8 47   8 54   9  1   9 10   9 19   9 30   9 43   9 57  10 15  10 37
  4    6 31   6 50   7  4   7 16   7 26   7 35   7 50   8  3   8 16   8 28   8 41   8 55   9  4   9 14   9 14   9 18   9 22   9 27   9 33   9 38   9 45   9 52   9 59  10  8  10 18  10 30  10 43  10 59
  5    7 53   8  7   8 18   8 27   8 35   8 41   8 53   9  3   9 12   9 22   9 31   9 43   9 49   9 56   9 56  10  0  10  3  10  7  10 11  10 15  10 20  10 25  10 30  10 37  10 44  10 52  11  1  11 12
  6    9 14   9 23   9 30   9 36   9 41   9 45   9 53   9 59  10  5  10 11  10 18  10 25  10 29  10 34  10 34  10 36  10 38  10 40  10 43  10 45  10 48  10 52  10 55  10 59  11  3  11  8  11 14  11 21
  7   10 32  10 36  10 39  10 42  10 44  10 46  10 49  10 52  10 55  10 57  11  0  11  3  11  5  11  7  11  7  11  8  11  9  11 10  11 11  11 12  11 13  11 15  11 16  11 18  11 20  11 22  11 24  11 27
