2458143.9721576  1 Afe
2458187.9566076  1 Per
2458231.9416576  1 Afe
2458275.9263514  1 Per
2458319.9117576  1 Afe
2458363.8965451  1 Per
2458407.8812201  1 Afe
2458451.8655826  1 Per
2458164.2301514  1 Sur
2458198.1669076  1 Nor
2458252.2003639  1 Sur
2458286.1358514  1 Nor
2458340.1696201  1 Sur
2458374.1059514  1 Nor
2458428.1396263  1 Sur
2458462.0745076  1 Nor
2458133.6009701  1 Des
2458183.2874951  1 Asc
2458221.5711201  1 Des
2458271.2568701  1 Asc
2458309.5400951  1 Des
2458359.2270701  1 Asc
2458397.5098514  1 Des
2458447.1960264  1 Asc
2458142.0913014  2 Afe
2458254.4543264  2 Per
2458366.8369389  2 Afe
2458479.1986514  2 Per
2458164.3278889  2 Sur
2458276.1188014  2 Nor
2458389.0331514  2 Sur
2458220.6207514  2 Asc
2458332.1759139  2 Des
2458445.3206139  2 Asc
2458121.7324389  3 Per
2458306.1991201  3 Afe
2458378.0366514  4 Per
2458351.5330514  4 Sur
2458194.2180014  4 Des
2458225.9795139  6 Afe
2458414.9905201  9 Des
2458236.8446701 16 Per
2458304.4079201 16 Nor
2458320.8091701 17 Per
2458203.2171076 17 Sur
2458470.2318264 17 Asc
2458446.0228576 18 Per
2458256.1777639 18 Des
2458247.6312014 19 Per
2458337.9578889 19 Des
