 2458118.5 -11.7144 -7.3481   0.409016109698   355.9795  -8.0666  0.0056
 2458119.5 -11.5641 -7.3616   0.409016037973   356.0941  -8.0806  0.0056
 2458120.5 -11.3908 -7.3505   0.409016085507   356.2180  -8.0700  0.0056
 2458121.5 -11.2306 -7.3131   0.409016260304   356.3367  -8.0331  0.0056
 2458122.5 -11.1152 -7.2564   0.409016528952   356.4377  -7.9768  0.0055
 2458123.5 -11.0606 -7.1927   0.409016831591   356.5145  -7.9134  0.0054
 2458124.5 -11.0636 -7.1347   0.409017106720   356.5684  -7.8556  0.0054
 2458125.5 -11.1073 -7.0913   0.409017310973   356.6060  -7.8123  0.0054
 2458126.5 -11.1694 -7.0662   0.409017426446   356.6363  -7.7874  0.0053
 2458127.5 -11.2287 -7.0585   0.409017457765   356.6676  -7.7797  0.0053
 2458128.5 -11.2694 -7.0640   0.409017424719   356.7063  -7.7854  0.0053
 2458129.5 -11.2822 -7.0771   0.409017354826   356.7560  -7.7988  0.0053
 2458130.5 -11.2635 -7.0918   0.409017277643   356.8182  -7.8137  0.0054
 2458131.5 -11.2156 -7.1022   0.409017220826   356.8921  -7.8244  0.0054
 2458132.5 -11.1449 -7.1037   0.409017207310   356.9751  -7.8262  0.0054
 2458133.5 -11.0611 -7.0930   0.409017253150   357.0633  -7.8158  0.0054
 2458134.5 -10.9761 -7.0684   0.409017365845   357.1521  -7.7917  0.0053
 2458135.5 -10.9020 -7.0306   0.409017543277   357.2366  -7.7541  0.0053
 2458136.5 -10.8501 -6.9818   0.409017773609   357.3123  -7.7056  0.0053
 2458137.5 -10.8285 -6.9263   0.409018036466   357.3759  -7.6504  0.0052
 2458138.5 -10.8411 -6.8695   0.409018305412   357.4260  -7.5938  0.0052
 2458139.5 -10.8859 -6.8175   0.409018551537   357.4633  -7.5419  0.0051
 2458140.5 -10.9556 -6.7757   0.409018747847   357.4906  -7.5003  0.0051
 2458141.5 -11.0371 -6.7484   0.409018873984   357.5131  -7.4731  0.0050
 2458142.5 -11.1135 -6.7374   0.409018920854   357.5377  -7.4622  0.0050
 2458143.5 -11.1659 -6.7415   0.409018894704   357.5717  -7.4665  0.0050
 2458144.5 -11.1775 -6.7557   0.409018819670   357.6219  -7.4808  0.0051
 2458145.5 -11.1378 -6.7715   0.409018736919   357.6924  -7.4969  0.0051
 2458146.5 -11.0482 -6.7783   0.409018698036   357.7829  -7.5040  0.0051
 2458147.5 -10.9242 -6.7660   0.409018751375   357.8872  -7.4921  0.0051
 2458148.5 -10.7946 -6.7291   0.409018923937   357.9937  -7.4557  0.0050
 2458149.5 -10.6926 -6.6694   0.409019207068   358.0894  -7.3964  0.0050
 2458150.5 -10.6439 -6.5961   0.409019556173   358.1639  -7.3234  0.0049
 2458151.5 -10.6574 -6.5224   0.409019907287   358.2137  -7.2499  0.0048
 2458152.5 -10.7235 -6.4604   0.409020201565   358.2425  -7.1880  0.0048
 2458153.5 -10.8205 -6.4174   0.409020403859   358.2590  -7.1451  0.0047
 2458154.5 -10.9237 -6.3947   0.409020507852   358.2729  -7.1224  0.0047
 2458155.5 -11.0131 -6.3888   0.409020530100   358.2922  -7.1166  0.0047
