2455890.5979167  16.025344079819 -20.649185488424 0.9872503452
2455890.5986111  16.025393154329 -20.649323551052 0.9872502154
2455890.5993056  16.025442228941 -20.649461610597 0.9872500857
2455890.6000000  16.025491303656 -20.649599667061 0.9872499559
2455890.6006944  16.025540378473 -20.649737720443 0.9872498262
2455890.6013889  16.025589453393 -20.649875770742 0.9872496964
2455890.6020833  16.025638528415 -20.650013817960 0.9872495666
2455890.6027778  16.025687603541 -20.650151862097 0.9872494369
2455890.6034722  16.025736678769 -20.650289903151 0.9872493071
2455890.6041667  16.025785754099 -20.650427941122 0.9872491774
2455890.6048611  16.025834829532 -20.650565976012 0.9872490476
2455890.6055556  16.025883905067 -20.650704007820 0.9872489179
2455890.6062500  16.025932980705 -20.650842036544 0.9872487881
2455890.6069444  16.025982056446 -20.650980062187 0.9872486584
2455890.6076389  16.026031132289 -20.651118084749 0.9872485286
2455890.6083333  16.026080208235 -20.651256104226 0.9872483989
2455890.6090278  16.026129284283 -20.651394120623 0.9872482691
2455890.6097222  16.026178360434 -20.651532133938 0.9872481394
2455890.6104167  16.026227436688 -20.651670144168 0.9872480096
2455890.6111111  16.026276513044 -20.651808151318 0.9872478799
2455890.6118056  16.026325589503 -20.651946155385 0.9872477501
2455890.6125000  16.026374666064 -20.652084156369 0.9872476204
2455890.6131944  16.026423742728 -20.652222154271 0.9872474907
2455890.6138889  16.026472819494 -20.652360149091 0.9872473609
2455890.6145833  16.026521896363 -20.652498140828 0.9872472312
2455890.6152778  16.026570973335 -20.652636129481 0.9872471014
2455890.6159722  16.026620050409 -20.652774115053 0.9872469717
2455890.6166667  16.026669127586 -20.652912097542 0.9872468420
2455890.6173611  16.026718204864 -20.653050076948 0.9872467122
2455890.6180556  16.026767282246 -20.653188053272 0.9872465825
2455890.6187500  16.026816359731 -20.653326026513 0.9872464528
2455890.6194444  16.026865437317 -20.653463996670 0.9872463230
2455890.6201389  16.026914515007 -20.653601963746 0.9872461933
2455890.6208333  16.026963592799 -20.653739927738 0.9872460636
2455890.6215278  16.027012670693 -20.653877888647 0.9872459339
2455890.6222222  16.027061748690 -20.654015846474 0.9872458041
2455890.6229167  16.027110826790 -20.654153801218 0.9872456744
2455890.6236111  16.027159904991 -20.654291752878 0.9872455447
2455890.6243056  16.027208983296 -20.654429701456 0.9872454150
2455890.6250000  16.027258061704 -20.654567646951 0.9872452852
2455890.6256944  16.027307140213 -20.654705589363 0.9872451555
2455890.6263889  16.027356218825 -20.654843528691 0.9872450258
2455890.6270833  16.027405297540 -20.654981464936 0.9872448961
2455890.6277778  16.027454376357 -20.655119398099 0.9872447664
2455890.6284722  16.027503455277 -20.655257328177 0.9872446366
2455890.6291667  16.027552534299 -20.655395255173 0.9872445069
2455890.6298611  16.027601613424 -20.655533179087 0.9872443772
2455890.6305556  16.027650692651 -20.655671099915 0.9872442475
2455890.6312500  16.027699771981 -20.655809017661 0.9872441178
2455890.6319444  16.027748851414 -20.655946932324 0.9872439881
2455890.6326389  16.027797930948 -20.656084843903 0.9872438584
2455890.6333333  16.027847010585 -20.656222752399 0.9872437287
2455890.6340278  16.027896090325 -20.656360657812 0.9872435989
2455890.6347222  16.027945170168 -20.656498560141 0.9872434692
2455890.6354167  16.027994250112 -20.656636459385 0.9872433395
2455890.6361111  16.028043330160 -20.656774355548 0.9872432098
2455890.6368056  16.028092410310 -20.656912248626 0.9872430801
2455890.6375000  16.028141490562 -20.657050138620 0.9872429504
2455890.6381944  16.028190570917 -20.657188025532 0.9872428207
2455890.6388889  16.028239651374 -20.657325909360 0.9872426910
2455890.6395833  16.028288731934 -20.657463790102 0.9872425613
2455890.6402778  16.028337812596 -20.657601667763 0.9872424316
2455890.6409722  16.028386893361 -20.657739542339 0.9872423019
2455890.6416667  16.028435974228 -20.657877413831 0.9872421722
2455890.6423611  16.028485055198 -20.658015282240 0.9872420425
2455890.6430556  16.028534136270 -20.658153147565 0.9872419128
2455890.6437500  16.028583217445 -20.658291009805 0.9872417831
2455890.6444444  16.028632298722 -20.658428868962 0.9872416535
2455890.6451389  16.028681380102 -20.658566725036 0.9872415238
2455890.6458333  16.028730461584 -20.658704578025 0.9872413941
2455890.6465278  16.028779543168 -20.658842427929 0.9872412644
2455890.6472222  16.028828624855 -20.658980274750 0.9872411347
2455890.6479167  16.028877706645 -20.659118118488 0.9872410050
2455890.6486111  16.028926788536 -20.659255959139 0.9872408753
2455890.6493056  16.028975870531 -20.659393796708 0.9872407456
2455890.6500000  16.029024952628 -20.659531631193 0.9872406160
2455890.6506944  16.029074034827 -20.659669462592 0.9872404863
2455890.6513889  16.029123117129 -20.659807290909 0.9872403566
2455890.6520833  16.029172199533 -20.659945116141 0.9872402269
2455890.6527778  16.029221282039 -20.660082938287 0.9872400972
2455890.6534722  16.029270364649 -20.660220757351 0.9872399676
2455890.6541667  16.029319447360 -20.660358573330 0.9872398379
2455890.6548611  16.029368530174 -20.660496386223 0.9872397082
2455890.6555556  16.029417613091 -20.660634196034 0.9872395785
2455890.6562500  16.029466696110 -20.660772002760 0.9872394489
2455890.6569444  16.029515779231 -20.660909806401 0.9872393192
2455890.6576389  16.029564862454 -20.661047606956 0.9872391895
2455890.6583333  16.029613945781 -20.661185404429 0.9872390599
2455890.6590278  16.029663029209 -20.661323198816 0.9872389302
2455890.6597222  16.029712112740 -20.661460990118 0.9872388005
2455890.6604167  16.029761196374 -20.661598778336 0.9872386709
2455890.6611111  16.029810280110 -20.661736563470 0.9872385412
2455890.6618056  16.029859363948 -20.661874345518 0.9872384115
