 2462856.5 1   12. W   1.9
 2462857.5 1   14. W   1.5
 2462858.5 1   15. W   1.0
 2462859.5 1   17. W   0.7
 2462860.5 1   18. W   0.5
 2462861.5 1   19. W   0.3
 2462862.5 1   20. W   0.1
 2462863.5 1   21. W   0.0
 2462864.5 1   21. W  -0.1
 2462865.5 1   22. W  -0.2
 2462866.5 1   22. W  -0.2
 2462867.5 1   22. W  -0.3
 2462868.5 1   23. W  -0.3
 2462869.5 1   23. W  -0.3
 2462870.5 1   23. W  -0.3
 2462871.5 1   23. W  -0.3
 2462872.5 1   23. W  -0.3
 2462873.5 1   23. W  -0.3
 2462874.5 1   23. W  -0.3
 2462875.5 1   22. W  -0.3
 2462876.5 1   22. W  -0.3
 2462877.5 1   22. W  -0.3
 2462878.5 1   22. W  -0.3
 2462879.5 1   22. W  -0.3
 2462880.5 1   21. W  -0.3
 2462881.5 1   21. W  -0.3
 2462882.5 1   21. W  -0.3
 2462883.5 1   20. W  -0.3
 2462884.5 1   20. W  -0.3
 2462885.5 1   19. W  -0.3
 2462886.5 1   19. W  -0.3
 2462887.5 1   19. W  -0.3
 2462888.5 1   18. W  -0.3
 2462889.5 1   18. W  -0.3
 2462890.5 1   17. W  -0.3
 2462891.5 1   17. W  -0.3
 2462892.5 1   16. W  -0.3
 2462893.5 1   16. W  -0.4
 2462894.5 1   15. W  -0.4
 2462895.5 1   15. W  -0.4
 2462896.5 1   14. W  -0.4
 2462897.5 1   14. W  -0.4
 2462898.5 1   13. W  -0.5
 2462899.5 1   13. W  -0.5
 2462900.5 1   12. W  -0.5
 2462901.5 1   12. W  -0.6
 2462902.5 1   11. W  -0.6
 2462903.5 1   11. W  -0.7
 2462904.5 1   10. W  -0.7
 2462905.5 1    9. W  -0.8
 2462906.5 1    9. W  -0.8
 2462907.5 1    8. W  -0.9
 2462908.5 1    7. W  -0.9
 2462909.5 1    7. W  -1.0
 2462910.5 1    6. W  -1.1
 2462911.5 1    5. W  -1.2
 2462912.5 1    5. W  -1.2
 2462913.5 1    4. W  -1.3
 2462914.5 1    4. W  -1.4
 2462915.5 1    3. W  -1.5
 2462916.5 1    2. W  -1.6
 2462917.5 1    2. E  -1.7
 2462918.5 1    2. E  -1.7
 2462919.5 1    2. E  -1.7
 2462920.5 1    3. E  -1.7
 2462921.5 1    3. E  -1.7
 2462922.5 1    4. E  -1.6
 2462923.5 1    5. E  -1.6
 2462924.5 1    6. E  -1.5
 2462925.5 1    7. E  -1.5
 2462926.5 1    7. E  -1.4
 2462927.5 1    8. E  -1.4
 2462928.5 1    9. E  -1.4
 2462929.5 1   10. E  -1.3
 2462930.5 1   11. E  -1.3
 2462931.5 1   12. E  -1.2
 2462932.5 1   13. E  -1.2
 2462933.5 1   13. E  -1.2
 2462934.5 1   14. E  -1.1
 2462935.5 1   15. E  -1.1
 2462936.5 1   16. E  -1.0
 2462937.5 1   16. E  -1.0
 2462938.5 1   17. E  -0.9
 2462939.5 1   17. E  -0.8
 2462940.5 1   18. E  -0.7
 2462941.5 1   18. E  -0.6
 2462942.5 1   18. E  -0.5
 2462943.5 1   18. E  -0.4
 2462944.5 1   18. E  -0.2
 2462945.5 1   18. E  -0.1
 2462946.5 1   18. E   0.1
 2462947.5 1   18. E   0.4
 2462948.5 1   17. E   0.6
 2462949.5 1   17. E   0.9
 2462950.5 1   16. E   1.2
