2462951.2823773  1 Max 99.
2462973.7424711  1 Min 99.
2463075.8836586  1 Max 99.
2463099.9829086  1 Min 99.
2463190.5124398  1 Max 99.
2463210.1581586  1 Min 99.
2462871.3225961  1 Wes 23.
2462943.9979711  1 Eas 18.
2462989.3490023  1 Wes 27.
2463062.8023148  1 Eas 27.
2463108.2261898  1 Wes 18.
2463180.1215961  1 Eas 23.
2463218.9263773  1 Wes 21.
2462918.0668148  1 Sup 99.
2462961.3346273  1 Inf 99.
2463026.2845648  1 Sup 99.
2463090.6698148  1 Inf 99.
2463133.5605648  1 Sup 99.
2463200.6131586  1 Inf 99.
2463066.1768148  2 Max 99.
2463110.4247836  2 Min 99.
2463019.6382211  2 Eas 45.
2463161.0812523  2 Wes 46.
2463089.6254711  2 Inf 99.
2462954.1937211  4 Max 99.
2463031.8100023  4 Min 99.
2462991.0025023  4 Opo 99.
2462972.0018148  5 Max 99.
2463094.7827523  5 Min 99.
2463032.8886898  5 Opo 99.
2462900.0843773  6 Min 99.
2463144.9930023  6 Max 99.
2463020.6241586  6 Con 99.
2463212.2915648  6 Opo 99.
2462922.9805336  7 Min 99.
2463142.6065648  7 Max 99.
2463031.7385023  7 Con 99.
2463217.8940023  7 Opo 99.
2463067.4763148  8 Max 99.
2463225.4068461  8 Min 99.
2462959.4963773  8 Con 99.
2463147.1815336  8 Opo 99.
2463004.2424398  9 Max 99.
2463165.7111586  9 Min 99.
2462898.2273773  9 Con 99.
2463083.5358148  9 Opo 99.
2463045.2266586 16 Con 99.
2463158.9715023 17 Max 99.
2462951.4865961 17 Con 99.
2463192.8671586 17 Opo 99.
2463137.0804086 18 Max 99.
2463207.0323148 18 Min 99.
2462902.3998148 18 Con 99.
2463167.1491273 18 Opo 99.
2462880.0276586 19 Min 99.
2463066.8196898 19 Con 99.
