 2462866.5   0.934627014697   0.942290949241   0.232414889633   0.234206853067  1.778575  7.2 2462867.37104152      99.00000000
 2462867.5   0.932944253716   0.940608587798   0.233179954397   0.234975754224  1.788200  7.2 2462868.36806277      99.00000000
 2462868.5   0.931391508625   0.939056482801   0.233974302738   0.235773599892  1.797999  7.2 2462869.36510461      99.00000000
 2462869.5   0.929968837066   0.937634724155   0.234797528116   0.236600018436  1.807969  7.2 2462870.36216698      99.00000000
 2462870.5   0.928676526758   0.936343602204   0.235649322342   0.237454728551  1.818104  7.3 2462871.35924995      99.00000000
 2462871.5   0.927514386656   0.935182902737   0.236529243852   0.238337307461  1.828399  7.3 2462872.35635345      99.00000000
 2462872.5   0.926482472170   0.934152638444   0.237436951013   0.239247421486  1.838850  7.3 2462873.35347750      99.00000000
 2462873.5   0.925580384961   0.933252353789   0.238371972678   0.240184598025  1.849452  7.3 2462874.35062199      99.00000000
 2462874.5   0.924807987530   0.932481847717   0.239333939105   0.241148455171  1.860201  7.3 2462875.34778693      99.00000000
 2462875.5   0.924164713184   0.931840491146   0.240322354961   0.242138477836  1.871092  7.4 2462876.34497218      99.00000000
 2462876.5   0.923650270632   0.931327941853   0.241336827698   0.243154247080  1.882122  7.4 2462877.34217773      99.00000000
 2462877.5   0.923263963599   0.930943472048   0.242376842857   0.244195220891  1.893285  7.4 2462878.33940342      99.00000000
 2462878.5   0.923005384665   0.930686670087   0.243441989647   0.245260962588  1.904578  7.4 2462879.33664923      99.00000000
 2462879.5   0.922873743336   0.930556771282   0.244531738452   0.246350924643  1.915996  7.4 2462880.33391499      99.00000000
 2462880.5   0.922868548566   0.930553340889   0.245645663489   0.247464673869  1.927536  7.5 2462881.33120065      99.00000000
 2462881.5   0.922988944718   0.930675603963   0.246783222558   0.248601675925  1.939192  7.5 2462882.32850605      99.00000000
 2462882.5   0.923234382802   0.930923107206   0.247943976714   0.249761514852  1.950963  7.5 2462883.32583114      99.00000000
 2462883.5   0.923603963664   0.931295045165   0.249127372181   0.250943675707  1.962842  7.5 2462884.32317573      99.00000000
 2462884.5   0.924097096643   0.931790897793   0.250332956700   0.252147754781  1.974827  7.5 2462885.32053977      99.00000000
 2462885.5   0.924712846567   0.932409751093   0.251560163128   0.253373235363  1.986913  7.5 2462886.31792307      99.00000000
 2462886.5   0.925450575120   0.933150918391   0.252808521889   0.254619684435  1.999096  7.6 2462887.31532556      99.00000000
 2462887.5   0.926309285979   0.934013281466   0.254077446013   0.255886523965  2.011372  7.6 2462888.31274703      99.00000000
 2462888.5   0.927288246215   0.934995940279   0.255366440185   0.257173229759  2.023736  7.6 2462889.31018741      99.00000000
 2462889.5   0.928386333011   0.936097614286   0.256674888975   0.258479127342  2.036185  7.6 2462890.30764646      99.00000000
 2462890.5   0.929602648149   0.937317316376   0.258002265239   0.259803620203  2.048713  7.6 2462891.30512407      99.00000000
 2462891.5   0.930935885564   0.938653747899   0.259347924360   0.261146011655  2.061318  7.7 2462892.30261999      99.00000000
 2462892.5   0.932384957489   0.940105910006   0.260711313396   0.262505728948  2.073993  7.7 2462893.30013408      99.00000000
 2462893.5   0.933948390591   0.941672454812   0.262091770449   0.263882124500  2.086735  7.7 2462894.29766607      99.00000000
 2462894.5   0.935624958107   0.943352274147   0.263488731743   0.265274670122  2.099541  7.7 2462895.29521579      99.00000000
 2462895.5   0.937413088733   0.945143880982   0.264901532843   0.266682745667  2.112405  7.7 2462896.29278295      99.00000000
 2462896.5   0.939311488159   0.947046024351   0.266329611281   0.268105829509  2.125324  7.7 2462897.29036739      99.00000000
 2462897.5   0.941318548791   0.949057102513   0.267772308732   0.269543296475  2.138295  7.7 2462898.28796882      99.00000000
 2462898.5   0.943432956340   0.951175778941   0.269229069500   0.270994612896  2.151314  7.8 2462899.28558706      99.00000000
 2462899.5   0.945653100861   0.953400400784   0.270699244534   0.272459142017  2.164378  7.8 2462900.28322183      99.00000000
 2462900.5   0.947977672150   0.955729602000   0.272182286751   0.273936338386  2.177482  7.8 2462901.28087296      99.00000000
 2462901.5   0.950405075913   0.958161724805   0.273677557665   0.275425556606  2.190624  7.8 2462902.27854016      99.00000000
 2462902.5   0.952934021765   0.960695415000   0.275184520040   0.276926243424  2.203801  7.8 2462903.27622326      99.00000000
 2462903.5   0.955562946787   0.963329052340   0.276702547366   0.278437750140  2.217010  7.8 2462904.27392198      99.00000000
 2462904.5   0.958290597767   0.966061342605   0.278231113872   0.279959523819  2.230248  7.9 2462905.27163617      99.00000000
 2462905.5   0.961115462117   0.968890756747   0.279769606714   0.281490924930  2.243511  7.9 2462906.26936556      99.00000000
 2462906.5   0.964036343839   0.971816114538   0.281317513105   0.283031418195  2.256798  7.9 2462907.26711000      99.00000000
 2462907.5   0.967051799950   0.974836022105   0.282874234915   0.284580393967  2.270104  7.9 2462908.26486924      99.00000000
 2462908.5   0.970160708396   0.977949435696   0.284439272676   0.286137355175  2.283429  7.9 2462909.26264313      99.00000000
 2462909.5   0.973361707730   0.981155088030   0.286012042393   0.287701737477  2.296769  7.9 2462910.26043144      99.00000000
 2462910.5   0.976653755692   0.984452029231   0.287592056381   0.289273087251  2.310121  7.9 2462911.25823405      99.00000000
 2462911.5   0.980035570926   0.987839046368   0.289178742329   0.290850877009  2.323483  7.9 2462912.25605071      99.00000000
 2462912.5   0.983506181919   0.991315193031   0.290771621058   0.292434673415  2.336853  8.0 2462913.25388132      99.00000000
 2462913.5   0.987064370005   0.994879217460   0.292370127925   0.294023949440  2.350227  8.0 2462914.25172564      99.00000000
