 2462866.5  16.2659 -4.2264   0.409001726306   627.6065  -6.4390  0.0112
 2462867.5  16.2189 -4.2471   0.409001619848   627.6425  -6.4600  0.0112
 2462868.5  16.1972 -4.2785   0.409001461552   627.6885  -6.4917  0.0113
 2462869.5  16.2083 -4.3141   0.409001282566   627.7475  -6.5277  0.0113
 2462870.5  16.2533 -4.3476   0.409001113813   627.8200  -6.5617  0.0114
 2462871.5  16.3281 -4.3734   0.409000982514   627.9044  -6.5881  0.0114
 2462872.5  16.4244 -4.3872   0.409000909570   627.9975  -6.6025  0.0114
 2462873.5  16.5306 -4.3863   0.409000907484   628.0946  -6.6024  0.0114
 2462874.5  16.6335 -4.3703   0.409000978822   628.1905  -6.5871  0.0114
 2462875.5  16.7199 -4.3409   0.409001115478   628.2799  -6.5582  0.0114
 2462876.5  16.7789 -4.3017   0.409001299161   628.3585  -6.5196  0.0113
 2462877.5  16.8031 -4.2583   0.409001503381   628.4233  -6.4766  0.0112
 2462878.5  16.7906 -4.2171   0.409001696872   628.4735  -6.4358  0.0112
 2462879.5  16.7461 -4.1846   0.409001848128   628.5109  -6.4036  0.0111
 2462880.5  16.6802 -4.1663   0.409001930597   628.5397  -6.3855  0.0111
 2462881.5  16.6093 -4.1656   0.409001927939   628.5663  -6.3849  0.0111
 2462882.5  16.5532 -4.1827   0.409001838799   628.5987  -6.4023  0.0111
 2462883.5  16.5317 -4.2141   0.409001680346   628.6449  -6.4340  0.0112
 2462884.5  16.5607 -4.2523   0.409001489113   628.7110  -6.4726  0.0112
 2462885.5  16.6461 -4.2865   0.409001316874   628.7996  -6.5075  0.0113
 2462886.5  16.7798 -4.3053   0.409001219533   628.9075  -6.5271  0.0113
 2462887.5  16.9381 -4.2999   0.409001239551   629.0253  -6.5225  0.0113
 2462888.5  17.0869 -4.2680   0.409001387743   629.1396  -6.4914  0.0112
 2462889.5  17.1929 -4.2158   0.409001634891   629.2369  -6.4398  0.0112
 2462890.5  17.2358 -4.1555   0.409001920886   629.3093  -6.3801  0.0111
 2462891.5  17.2152 -4.1012   0.409002178056   629.3563  -6.3261  0.0110
 2462892.5  17.1477 -4.0633   0.409002355408   629.3846  -6.2884  0.0109
 2462893.5  17.0586 -4.0463   0.409002431459   629.4042  -6.2716  0.0109
 2462894.5  16.9725 -4.0489   0.409002413082   629.4248  -6.2742  0.0109
 2462895.5  16.9078 -4.0655   0.409002326073   629.4538  -6.2911  0.0109
 2462896.5  16.8745 -4.0893   0.409002204454   629.4952  -6.3152  0.0110
 2462897.5  16.8753 -4.1132   0.409002082382   629.5502  -6.3395  0.0110
 2462898.5  16.9066 -4.1311   0.409001989386   629.6174  -6.3579  0.0110
 2462899.5  16.9609 -4.1384   0.409001947948   629.6938  -6.3657  0.0110
