 2462936.5  77.30   0.1   6.9 17.88 16.44 0.997   0.1  0.05  4.454115  4.235192 -0.521982  4.119618 -0.535661  0.913833  4.530807 -7.304516  6.242450
 2462937.5  77.43   0.1   6.9 17.85 16.42 0.997   0.1  0.05  4.454761  5.817300 -0.522255  5.702263 -0.535753  0.907877  4.531740 -7.291253  6.242309
 2462938.5  77.56   0.1   6.9 17.82 16.39 0.997   0.1  0.05  4.455407  1.116201 -0.522530  1.001729 -0.535845  0.901721  4.532685 -7.278088  6.242166
 2462939.5  77.69   0.1   6.9 17.79 16.36 0.997   0.1  0.05  4.456054  2.698264 -0.522808  2.584387 -0.535937  0.895367  4.533643 -7.265025  6.242019
 2462940.5  77.82   0.1   6.9 17.76 16.34 0.997   0.1  0.05  4.456700  4.280306 -0.523090  4.167053 -0.536029  0.888819  4.534614 -7.252065  6.241869
 2462941.5  77.95   0.1   6.9 17.73 16.31 0.997   0.1  0.05  4.457347  5.862327 -0.523374  5.749726 -0.536120  0.882081  4.535598 -7.239211  6.241716
 2462942.5  78.08   0.1   6.9 17.70 16.28 0.997   0.1  0.05  4.457993  1.161142 -0.523661  1.049222 -0.536211  0.875155  4.536595 -7.226466  6.241559
 2462943.5  78.20   0.1   6.9 17.67 16.26 0.997   0.1  0.04  4.458640  2.743122 -0.523950  2.631911 -0.536302  0.868045  4.537605 -7.213831  6.241400
 2462944.5  78.33   0.1   6.9 17.65 16.23 0.997   0.1  0.04  4.459286  4.325084 -0.524243  4.214609 -0.536393  0.860754  4.538630 -7.201309  6.241237
 2462945.5  78.46   0.1   6.9 17.62 16.20 0.998   0.1  0.04  4.459933  5.907027 -0.524537  5.797315 -0.536484  0.853287  4.539669 -7.188903  6.241071
 2462946.5  78.58   0.1   6.9 17.59 16.18 0.998   0.1  0.04  4.460579  1.205767 -0.524834  1.096845 -0.536574  0.845645  4.540722 -7.176615  6.240903
 2462947.5  78.70   0.1   6.9 17.56 16.15 0.998   0.1  0.04  4.461226  2.787674 -0.525132  2.679570 -0.536664  0.837832  4.541790 -7.164447  6.240731
 2462948.5  78.83   0.2   6.9 17.53 16.13 0.998   0.1  0.04  4.461873  4.369566 -0.525433  4.262305 -0.536754  0.829853  4.542873 -7.152401  6.240556
 2462949.5  78.95   0.2   6.9 17.51 16.11 0.998   0.1  0.04  4.462519  5.951441 -0.525736  5.845050 -0.536844  0.821711  4.543972 -7.140480  6.240379
 2462950.5  79.07   0.2   6.9 17.48 16.08 0.998   0.1  0.04  4.463166  1.250115 -0.526041  1.144620 -0.536933  0.813410  4.545086 -7.128687  6.240199
 2462951.5  79.19   0.2   6.9 17.45 16.06 0.998   0.1  0.04  4.463812  2.831961 -0.526347  2.727386 -0.537022  0.804952  4.546218 -7.117021  6.240017
 2462952.5  79.31   0.2   6.9 17.43 16.03 0.998   0.1  0.04  4.464459  4.413792 -0.526655  4.310163 -0.537111  0.796342  4.547366 -7.105487  6.239831
 2462953.5  79.42   0.2   6.9 17.40 16.01 0.998   0.1  0.04  4.465106  5.995610 -0.526964  5.892951 -0.537200  0.787584  4.548531 -7.094085  6.239643
 2462954.5  79.54   0.2   6.9 17.38 15.99 0.998   0.1  0.04  4.465753  1.294231 -0.527275  1.192566 -0.537288  0.778681  4.549714 -7.082817  6.239453
 2462955.5  79.65   0.2   6.9 17.35 15.96 0.998   0.1  0.04  4.466399  2.876024 -0.527587  2.775378 -0.537377  0.769636  4.550916 -7.071684  6.239260
 2462956.5  79.77   0.2   6.9 17.33 15.94 0.998   0.1  0.04  4.467046  4.457806 -0.527899  4.358201 -0.537465  0.760453  4.552136 -7.060688  6.239064
 2462957.5  79.88   0.2   6.9 17.30 15.92 0.998   0.1  0.03  4.467693  6.039577 -0.528213  5.941037 -0.537553  0.751135  4.553376 -7.049831  6.238866
 2462958.5  79.99   0.2   6.9 17.28 15.90 0.998   0.1  0.03  4.468340  1.338153 -0.528528  1.240700 -0.537640  0.741685  4.554636 -7.039113  6.238665
 2462959.5  80.10   0.2   6.9 17.26 15.88 0.998   0.1  0.03  4.468986  2.919905 -0.528844  2.823561 -0.537728  0.732107  4.555916 -7.028536  6.238462
 2462960.5  80.21   0.2   6.9 17.23 15.86 0.998   0.1  0.03  4.469633  4.501647 -0.529160  4.406435 -0.537815  0.722404  4.557218 -7.018101  6.238257
 2462961.5  80.32   0.2   6.9 17.21 15.84 0.998   0.1  0.03  4.470280  6.083382 -0.529477  5.989322 -0.537902  0.712579  4.558542 -7.007809  6.238049
 2462962.5  80.42   0.2   6.9 17.19 15.81 0.998   0.1  0.03  4.470927  1.381922 -0.529794  1.289037 -0.537989  0.702635  4.559889 -6.997661  6.237839
 2462963.5  80.53   0.2   6.9 17.16 15.79 0.998   0.1  0.03  4.471574  2.963641 -0.530112  2.871951 -0.538075  0.692574  4.561261 -6.987658  6.237627
 2462964.5  80.63   0.2   6.9 17.14 15.77 0.998   0.1  0.03  4.472220  4.545353 -0.530430  4.454879 -0.538162  0.682400  4.562657 -6.977800  6.237413
 2462965.5  80.73   0.2   6.9 17.12 15.76 0.998   0.1  0.03  4.472867  6.127059 -0.530748  6.037820 -0.538248  0.672115  4.564079 -6.968090  6.237197
 2462966.5  80.83   0.2   6.9 17.10 15.74 0.998   0.1  0.03  4.473514  1.425574 -0.531066  1.337590 -0.538333  0.661721  4.565528 -6.958526  6.236979
 2462967.5  80.93   0.2   6.8 17.08 15.72 0.998   0.1  0.03  4.474161  3.007269 -0.531384  2.920560 -0.538419  0.651221  4.567005 -6.949111  6.236759
 2462968.5  81.03   0.2   6.8 17.06 15.70 0.999   0.1  0.03  4.474808  4.588959 -0.531702  4.503544 -0.538505  0.640618  4.568511 -6.939846  6.236537
 2462969.5  81.12   0.2   6.8 17.04 15.68 0.999   0.1  0.02  4.475455  6.170644 -0.532020  6.086543 -0.538590  0.629913  4.570048 -6.930731  6.236313
 2462970.5  81.21   0.1   6.8 17.02 15.66 0.999   0.1  0.02  4.476102  1.469141 -0.532337  1.386372 -0.538675  0.619110  4.571617 -6.921767  6.236087
 2462971.5  81.31   0.1   6.8 17.00 15.65 0.999   0.1  0.02  4.476749  3.050819 -0.532654  2.969401 -0.538759  0.608209  4.573219 -6.912956  6.235859
 2462972.5  81.40   0.1   6.8 16.98 15.63 0.999   0.1  0.02  4.477396  4.632495 -0.532970  4.552445 -0.538844  0.597215  4.574857 -6.904298  6.235630
 2462973.5  81.49   0.1   6.8 16.96 15.61 0.999   0.1  0.02  4.478043  6.214169 -0.533285  6.135504 -0.538928  0.586129  4.576531 -6.895795  6.235398
 2462974.5  81.58   0.1   6.8 16.94 15.60 0.999   0.1  0.02  4.478690  1.512656 -0.533600  1.435394 -0.539012  0.574953  4.578244 -6.887447  6.235165
 2462975.5  81.66   0.1   6.8 16.93 15.58 0.999   0.1  0.02  4.479337  3.094327 -0.533914  3.018486 -0.539096  0.563691  4.579999 -6.879257  6.234930
 2462976.5  81.75   0.1   6.8 16.91 15.56 0.999   0.1  0.02  4.479984  4.675998 -0.534227  4.601593 -0.539180  0.552344  4.581798 -6.871224  6.234693
 2462977.5  81.83   0.1   6.8 16.89 15.55 0.999   0.1  0.02  4.480631  6.257669 -0.534539  6.184717 -0.539263  0.540916  4.583642 -6.863350  6.234455
 2462978.5  81.91   0.1   6.8 16.87 15.53 0.999   0.1  0.02  4.481278  1.556155 -0.534849  1.484671 -0.539346  0.529409  4.585537 -6.855635  6.234215
 2462979.5  81.99   0.1   6.8 16.86 15.52 0.999   0.1  0.02  4.481926  3.137828 -0.535159  3.067828 -0.539429  0.517825  4.587483 -6.848080  6.233974
 2462980.5  82.07   0.1   6.8 16.84 15.50 0.999   0.1  0.02  4.482573  4.719503 -0.535467  4.651001 -0.539512  0.506168  4.589486 -6.840687  6.233732
 2462981.5  82.14   0.1   6.8 16.83 15.49 0.999   0.1  0.02  4.483220  0.017994 -0.535774  6.234192 -0.539594  0.494439  4.591548 -6.833455  6.233488
 2462982.5  82.22   0.1   6.8 16.81 15.48 0.999   0.1  0.01  4.483867  1.599674 -0.536079  1.534214 -0.539677  0.482642  4.593674 -6.826385  6.233243
 2462983.5  82.29   0.1   6.8 16.80 15.46 0.999   0.1  0.01  4.484514  3.181357 -0.536382  3.117439 -0.539759  0.470779  4.595870 -6.819478  6.232996
 2462984.5  82.36   0.1   6.8 16.78 15.45 0.999   0.1  0.01  4.485161  4.763045 -0.536684  4.700681 -0.539840  0.458852  4.598139 -6.812734  6.232749
 2462985.5  82.43   0.1   6.8 16.77 15.44 0.999   0.1  0.01  4.485809  0.061551 -0.536984  0.000755 -0.539922  0.446864  4.600488 -6.806154  6.232500
 2462986.5  82.50   0.1   6.8 16.75 15.43 0.999   0.1  0.01  4.486456  1.643247 -0.537283  1.584032 -0.540003  0.434817  4.602924 -6.799737  6.232249
 2462987.5  82.56   0.1   6.8 16.74 15.41 0.999   0.1  0.01  4.487103  3.224949 -0.537579  3.167327 -0.540084  0.422713  4.605453 -6.793485  6.231998
 2462988.5  82.63   0.1   6.8 16.73 15.40 0.999   0.1  0.01  4.487750  4.806657 -0.537874  4.750640 -0.540165  0.410554  4.608085 -6.787397  6.231745
 2462989.5  82.69   0.1   6.8 16.72 15.39 0.999   0.0  0.01  4.488398  0.105186 -0.538166  0.050785 -0.540246  0.398344  4.610829 -6.781473  6.231492
 2462990.5  82.75   0.1   6.8 16.70 15.38 0.999   0.0  0.01  4.489045  1.686906 -0.538456  1.634133 -0.540326  0.386083  4.613694 -6.775714  6.231237
 2462991.5  82.81   0.1   6.8 16.69 15.37 0.999   0.0  0.01  4.489692  3.268634 -0.538744  3.217500 -0.540407  0.373775  4.616694 -6.770119  6.230982
 2462992.5  82.86   0.1   6.8 16.68 15.36 1.000   0.0  0.01  4.490340  4.850370 -0.539030  4.800884 -0.540487  0.361420  4.619842 -6.764690  6.230726
 2462993.5  82.92   0.1   6.8 16.67 15.35 1.000   0.0  0.01  4.490987  0.148928 -0.539313  0.101101 -0.540566  0.349021  4.623154 -6.759425  6.230469
 2462994.5  82.97   0.1   6.8 16.66 15.34 1.000   0.0  0.01  4.491634  1.730680 -0.539594  1.684522 -0.540646  0.336580  4.626648 -6.754326  6.230211
 2462995.5  83.02   0.1   6.8 16.65 15.33 1.000   0.0  0.01  4.492282  3.312441 -0.539873  3.267961 -0.540725  0.324098  4.630346 -6.749392  6.229953
 2462996.5  83.07   0.1   6.8 16.64 15.32 1.000   0.0  0.01  4.492929  4.894211 -0.540148  4.851419 -0.540804  0.311577  4.634271 -6.744623  6.229694
 2462997.5  83.11   0.1   6.7 16.63 15.31 1.000   0.0  0.01  4.493577  0.192805 -0.540422  0.151710 -0.540883  0.299019  4.638453 -6.740021  6.229434
 2462998.5  83.16   0.1   6.7 16.62 15.31 1.000   0.0  0.01  4.494224  1.774594 -0.540692  1.735204 -0.540962  0.286427  4.642925 -6.735584  6.229174
 2462999.5  83.20   0.1   6.7 16.61 15.30 1.000   0.0  0.00  4.494871  3.356394 -0.540960  3.318718 -0.541040  0.273801  4.647728 -6.731314  6.228913
 2463000.5  83.24   0.1   6.7 16.60 15.29 1.000   0.0  0.00  4.495519  4.938204 -0.541225  4.902250 -0.541118  0.261144  4.652910 -6.727212  6.228651
 2463001.5  83.28   0.1   6.7 16.60 15.28 1.000   0.0  0.00  4.496166  0.236840 -0.541487  0.202615 -0.541196  0.248459  4.658530 -6.723277  6.228388
 2463002.5  83.32   0.1   6.7 16.59 15.28 1.000   0.0  0.00  4.496814  1.818674 -0.541747  1.786185 -0.541274  0.235749  4.664659 -6.719511  6.228125
 2463003.5  83.36   0.1   6.7 16.58 15.27 1.000   0.0  0.00  4.497461  3.400519 -0.542003  3.369774 -0.541352  0.223015  4.671385 -6.715913  6.227862
 2463004.5  83.39   0.1   6.7 16.58 15.27 1.000   0.0  0.00  4.498109  4.982377 -0.542256  4.953382 -0.541429  0.210261  4.678817 -6.712484  6.227598
 2463005.5  83.42   0.1   6.7 16.57 15.26 1.000   0.0  0.00  4.498756  0.281063 -0.542506  0.253825 -0.541506  0.197490  4.687091 -6.709224  6.227334
 2463006.5  83.45   0.1   6.7 16.56 15.26 1.000   0.0  0.00  4.499404  1.862948 -0.542753  1.837471 -0.541583  0.184708  4.696384 -6.706134  6.227070
 2463007.5  83.48   0.1   6.7 16.56 15.25 1.000   0.0  0.00  4.500052  3.444847 -0.542997  3.421137 -0.541659  0.171917  4.706922 -6.703213  6.226806
 2463008.5  83.50   0.1   6.7 16.55 15.25 1.000   0.0  0.00  4.500699  5.026759 -0.543238  5.004823 -0.541736  0.159124  4.719007 -6.700463  6.226541
 2463009.5  83.53   0.1   6.7 16.55 15.24 1.000   0.0  0.00  4.501347  0.325502 -0.543475  0.305342 -0.541812  0.146335  4.733041 -6.697883  6.226276
 2463010.5  83.55   0.0   6.7 16.54 15.24 1.000   0.0  0.00  4.501994  1.907445 -0.543709  1.889067 -0.541888  0.133559  4.749584 -6.695473  6.226011
 2463011.5  83.57   0.0   6.7 16.54 15.24 1.000   0.0  0.00  4.502642  3.489403 -0.543940  3.472811 -0.541963  0.120807  4.769424 -6.693233  6.225746
