2462894.3173773  1 Afe
2462938.3017773  1 Per
2462982.2862960  1 Afe
2463026.2707648  1 Per
2463070.2552648  1 Afe
2463114.2404773  1 Per
2463158.2253148  1 Afe
2463202.2102148  1 Per
2462914.5633398  1 Sur
2462948.5026836  1 Nor
2463002.5319148  1 Sur
2463036.4709148  1 Nor
2463090.5000710  1 Sur
2463124.4405398  1 Nor
2463178.4689398  1 Sur
2463212.4095773  1 Nor
2462883.9308898  1 Des
2462933.6252898  1 Asc
2462971.8995898  1 Des
2463021.5936523  1 Asc
2463059.8675335  1 Des
2463109.5628585  1 Asc
2463147.8369023  1 Des
2463197.5319085  1 Asc
2462973.0667648  2 Per
2463085.6041898  2 Afe
2463198.0508773  2 Per
2462883.0135523  2 Sur
2462994.8036148  2 Nor
2463107.7052148  2 Sur
2463219.4981023  2 Nor
2462939.3018773  2 Asc
2463050.8556023  2 Des
2463163.9978148  2 Asc
2462871.3665648  3 Per
2463053.7986648  3 Afe
2463186.8384398  4 Per
2463160.2765148  4 Sur
2463002.9106148  4 Des
2462977.8535648 16 Asc
2462870.4886898 17 Des
2463227.9879711 18 Per
2463037.5639398 18 Des
2462889.0993773 19 Afe
2463013.7179398 19 Asc
