S  69.0 2457811.1102351337  5.93127158 -0.14831712  0.00068581  0.00027293  0.00004305  0.00469815 -0.35191373 -0.15633880  0.00963097  0.00284642  0.01686225  0.00459327 2017  2 26
S  69.0 2457987.2591794166  2.63559589  0.20707975  0.00067132 -0.00024373  0.00004215  0.00459940  2.63559589  0.21479845  0.01013332 -0.00266999  0.01714227  0.00466954 2017  8 21
