 -3   13 50  13 43  13 38  13 33  13 29  13 25  13 19  13 14  13  9  13  4  12 58  12 52  12 49  12 45  12 45  12 43  12 41  12 39  12 37  12 35  12 32  12 29  12 26  12 23  12 19  12 15  12 10  12  5
 -2   15 20  15  6  14 55  14 45  14 37  14 31  14 19  14  8  13 59  13 49  13 39  13 27  13 21  13 13  13 13  13 10  13  6  13  2  12 58  12 54  12 49  12 43  12 38  12 31  12 24  12 15  12  5  11 54
 -1   16 54  16 32  16 15  16  1  15 50  15 40  15 22  15  7  14 53  14 39  14 24  14  7  13 57  13 46  13 46  13 41  13 36  13 30  13 24  13 17  13 10  13  2  12 52  12 42  12 30  12 16  12  0  11 40
  0   18 29  18  0  17 37  17 20  17  5  16 52  16 30  16 10  15 53  15 35  15 16  14 54  14 42  14 27  14 27  14 20  14 13  14  6  13 58  13 49  13 38  13 27  13 14  12 59  12 42  12 20  11 53  11 14
  1   19 58  19 23  18 57  18 36  18 19  18  4  17 39  17 17  16 57  16 37  16 15  15 50  15 35  15 18  15 18  15 10  15  2  14 53  14 43  14 32  14 20  14  6  13 49  13 30  13  5  12 33  11 40  -- --
  2   21  9  20 33  20  6  19 45  19 28  19 12  18 47  18 24  18  3  17 42  17 20  16 54  16 38  16 21  16 21  16 12  16  4  15 54  15 43  15 32  15 18  15  3  14 45  14 23  13 55  13 13  -- --  -- --
  3   21 58  21 26  21  2  20 43  20 27  20 13  19 49  19 28  19  9  18 49  18 28  18  4  17 49  17 32  17 32  17 25  17 17  17  8  16 58  16 47  16 34  16 20  16  4  15 44  15 19  14 45  13 45  -- --
  4   22 29  22  5  21 45  21 30  21 16  21  5  20 44  20 27  20 10  19 54  19 36  19 15  19  3  18 48  18 48  18 42  18 35  18 28  18 20  18 11  18  1  17 49  17 36  17 21  17  3  16 41  16 12  15 27
  5   22 50  22 32  22 18  22  7  21 57  21 48  21 32  21 19  21  6  20 53  20 40  20 24  20 14  20  4  20  4  19 59  19 54  19 48  19 42  19 36  19 28  19 20  19 11  19  1  18 49  18 35  18 18  17 56
  6   23  5  22 54  22 45  22 37  22 30  22 25  22 14  22  5  21 57  21 48  21 39  21 29  21 23  21 15  21 15  21 12  21  9  21  5  21  2  20 57  20 53  20 48  20 42  20 35  20 28  20 20  20 10  19 58
  7   23 16  23 11  23  7  23  3  23  0  22 57  22 52  22 48  22 44  22 39  22 35  22 30  22 27  22 23  22 23  22 22  22 20  22 18  22 16  22 14  22 12  22 10  22  7  22  4  22  1  21 57  21 52  21 47
  8   23 26  23 26  23 27  23 27  23 27  23 27  23 27  23 27  23 27  23 27  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28  23 28
  9   23 36  23 41  23 46  23 50  23 53  23 56  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **  ** **
 10   23 46  23 57  ** **  ** **  ** **  ** **   0  1   0  5   0 10   0 14   0 18   0 24   0 27   0 30   0 30   0 31   0 33   0 35   0 37   0 39   0 41   0 43   0 46   0 49   0 52   0 56   1  0   1  5
 11   23 57  ** **   0  6   0 13   0 19   0 25   0 35   0 44   0 52   1  0   1  9   1 19   1 25   1 31   1 31   1 34   1 37   1 41   1 44   1 48   1 53   1 57   2  3   2  9   2 15   2 23   2 32   2 43
 12   ** **   0 14   0 27   0 38   0 48   0 56   1 10   1 23   1 35   1 46   1 59   2 14   2 22   2 32   2 32   2 36   2 41   2 46   2 52   2 57   3  4   3 11   3 19   3 29   3 39   3 52   4  6   4 24
 13    0 12   0 34   0 52   1  6   1 19   1 29   1 48   2  4   2 19   2 34   2 51   3  9   3 20   3 33   3 33   3 39   3 45   3 51   3 58   4  6   4 15   4 25   4 36   4 49   5  4   5 22   5 44   6 14
 14    0 32   1  0   1 22   1 39   1 54   2  7   2 29   2 48   3  6   3 24   3 43   4  5   4 18   4 33   4 33   4 40   4 47   4 55   5  4   5 14   5 24   5 37   5 51   6  7   6 27   6 53   7 28   8 36
 15    1  0   1 33   1 58   2 18   2 35   2 49   3 13   3 35   3 54   4 14   4 36   5  0   5 15   5 32   5 32   5 39   5 47   5 56   6  6   6 17   6 30   6 44   7  0   7 20   7 45   8 19   9 20  ++ ++
 16    1 39   2 16   2 42   3  3   3 21   3 36   4  2   4 24   4 45   5  6   5 28   5 53   6  9   6 26   6 26   6 34   6 43   6 52   7  2   7 14   7 27   7 42   7 59   8 21   8 48   9 26  ++ ++  ++ ++
 17    2 32   3  9   3 35   3 56   4 13   4 28   4 54   5 16   5 36   5 56   6 18   6 43   6 58   7 15   7 15   7 23   7 31   7 40   7 50   8  1   8 14   8 28   8 45   9  5   9 29  10  3  11  2  ++ ++
 18    3 39   4 11   4 35   4 54   5 10   5 24   5 48   6  8   6 27   6 46   7  6   7 29   7 42   7 58   7 58   8  5   8 12   8 21   8 30   8 39   8 50   9  3   9 17   9 33   9 53  10 18  10 53  11 53
 19    4 53   5 20   5 40   5 57   6 10   6 22   6 43   7  0   7 17   7 33   7 50   8 10   8 21   8 35   8 35   8 40   8 47   8 54   9  1   9  9   9 18   9 28   9 39   9 52  10  7  10 25  10 47  11 16
 20    6 12   6 32   6 48   7  1   7 12   7 21   7 37   7 51   8  4   8 17   8 31   8 47   8 56   9  6   9  6   9 11   9 15   9 21   9 26   9 32   9 39   9 47   9 55  10  4  10 15  10 27  10 42  10 59
 21    7 32   7 46   7 57   8  6   8 13   8 20   8 31   8 41   8 50   9  0   9  9   9 20   9 27   9 34   9 34   9 37   9 40   9 44   9 48   9 52   9 56  10  1  10  7  10 13  10 20  10 28  10 37  10 47
 22    8 52   9  0   9  6   9 10   9 15   9 18   9 25   9 30   9 35   9 40   9 46   9 52   9 55   9 59   9 59  10  1  10  2  10  4  10  6  10  9  10 11  10 14  10 17  10 20  10 23  10 28  10 32  10 37
 23   10 13  10 14  10 15  10 16  10 16  10 17  10 18  10 19  10 20  10 20  10 21  10 22  10 22  10 23  10 23  10 23  10 23  10 24  10 24  10 24  10 25  10 25  10 25  10 26  10 26  10 27  10 27  10 28
 24   11 35  11 30  11 26  11 22  11 20  11 17  11 12  11  9  11  5  11  1  10 57  10 53  10 50  10 47  10 47  10 46  10 45  10 43  10 42  10 40  10 38  10 36  10 34  10 32  10 29  10 26  10 23  10 19
 25   13  0  12 49  12 39  12 31  12 25  12 19  12  9  12  0  11 52  11 44  11 35  11 26  11 20  11 14  11 14  11 11  11  8  11  5  11  1  10 57  10 53  10 49  10 44  10 39  10 32  10 26  10 18  10  8
 26   14 29  14 10  13 56  13 43  13 33  13 24  13  9  12 55  12 43  12 30  12 17  12  2  11 54  11 44  11 44  11 39  11 35  11 30  11 24  11 18  11 12  11  5  10 57  10 48  10 38  10 26  10 12   9 56
 27   16  1  15 34  15 14  14 58  14 44  14 32  14 12  13 54  13 38  13 22  13  4  12 44  12 33  12 20  12 20  12 14  12  7  12  0  11 53  11 45  11 36  11 26  11 14  11  1  10 46  10 28  10  6   9 37
 28   17 31  16 57  16 33  16 13  15 56  15 42  15 18  14 57  14 38  14 19  13 58  13 34  13 20  13  4  13  4  12 57  12 49  12 40  12 31  12 21  12  9  11 56  11 41  11 24  11  2  10 35   9 56  -- --
 29   18 49  18 12  17 45  17 24  17  6  16 51  16 25  16  3  15 42  15 21  14 58  14 32  14 17  13 59  13 59  13 51  13 43  13 33  13 23  13 11  12 58  12 43  12 25  12  4  11 36  10 57  -- --  -- --
 30   19 47  19 12  18 47  18 26  18  9  17 54  17 29  17  7  16 47  16 26  16  4  15 38  15 23  15  6  15  6  14 58  14 49  14 39  14 29  14 17  14  4  13 49  13 31  13 10  12 42  12  2  -- --  -- --
