2459593.5437836  1 Max 99.
2459614.4282211  1 Min 99.
2459710.4423773  1 Max 99.
2459733.5186273  1 Min 99.
2459832.3246273  1 Max 99.
2459854.1182523  1 Min 99.
2459942.6209086  1 Max 99.
2459586.9535961  1 Eas 19.
2459627.3720336  1 Wes 26.
2459698.8331273  1 Eas 21.
2459747.1155336  1 Wes 23.
2459819.1694711  1 Eas 27.
2459861.3774398  1 Wes 18.
2459935.1392211  1 Eas 20.
2459602.9362211  1 Inf 99.
2459672.4658773  1 Sup 99.
2459721.3041586  1 Inf 99.
2459777.3178461  1 Sup 99.
2459845.7846898  1 Inf 99.
2459892.1963773  1 Sup 99.
2459608.8325648  2 Min 99.
2459658.8821898  2 Wes 47.
2459588.5330336  2 Inf 99.
2459875.3872523  2 Sup 99.
2459882.9535961  4 Max 99.
2459921.7372211  4 Opo 99.
2459789.9910336  5 Max 99.
2459908.0290961  5 Min 99.
2459644.0878148  5 Con 99.
2459849.3146586  5 Opo 99.
2459736.0839086  6 Max 99.
2459875.8556273  6 Min 99.
2459615.2949086  6 Con 99.
2459806.2156586  6 Opo 99.
2459598.3276586  7 Min 99.
2459816.1338148  7 Max 99.
2459704.8065961  7 Con 99.
2459892.8515961  7 Opo 99.
2459759.4618148  8 Max 99.
2459917.9181898  8 Min 99.
2459651.9881898  8 Con 99.
2459839.4310961  8 Opo 99.
2459700.3628148  9 Max 99.
2459861.2558148  9 Min 99.
2459596.1185648  9 Con 99.
2459780.5684086  9 Opo 99.
2459596.4045961 16 Min 99.
2459782.5592211 16 Con 99.
2459908.0535336 17 Max 99.
2459681.6165023 17 Con 99.
2459788.9293461 18 Max 99.
2459871.4846273 18 Min 99.
2459591.4104398 18 Con 99.
2459830.2007211 18 Opo 99.
2459772.7626898 19 Max 99.
2459859.7471586 19 Min 99.
2459814.2879711 19 Opo 99.
