 2459726.619201  2  2459726.626801
 2459753.261076  4  2459753.296464
 2459782.199201  4  2459782.163351
 2459921.684201  4  2459921.676564
 2459618.319201  7  2459618.356326
 2459645.756076  7  2459645.781789
 2459673.227326  7  2459673.244551
 2459728.071076  7  2459728.078364
 2459755.426076  7  2459755.427126
 2459782.765451  7  2459782.757939
 2459810.109826  7  2459810.093489
 2459837.457951  7  2459837.435101
 2459864.782326  7  2459864.758201
 2459892.049826  7  2459892.027714
 2459919.249826  7  2459919.230301
 2459592.481076 16  2459592.451326
 2459619.941076 16  2459619.939651
 2459647.793576 16  2459647.799939
 2459675.886701 16  2459675.890064
 2459704.098576 16  2459704.098226
 2459732.360451 16  2459732.360026
 2459817.292951 16  2459817.273639
 2459886.843576 18  2459886.874164
 2459914.512951 18  2459914.474414
 2459749.836076 19  2459749.856914
