 2459579.5 -14.5093  4.1153   0.409062602972   435.0771   3.0468 -0.0054
 2459580.5 -14.3439  4.0820   0.409062435300   435.1976   3.0129 -0.0053
 2459581.5 -14.1314  4.0744   0.409062391906   435.3369   3.0045 -0.0053
 2459582.5 -13.9119  4.0998   0.409062509192   435.4792   3.0293 -0.0053
 2459583.5 -13.7279  4.1553   0.409062772001   435.6075   3.0842 -0.0054
 2459584.5 -13.6090  4.2287   0.409063121354   435.7101   3.1570 -0.0055
 2459585.5 -13.5630  4.3041   0.409063480667   435.7836   3.2321 -0.0056
 2459586.5 -13.5784  4.3678   0.409063783513   435.8327   3.2956 -0.0056
 2459587.5 -13.6320  4.4116   0.409063989661   435.8664   3.3392 -0.0057
 2459588.5 -13.6984  4.4331   0.409064087463   435.8950   3.3605 -0.0057
 2459589.5 -13.7551  4.4345   0.409064087988   435.9273   3.3618 -0.0057
 2459590.5 -13.7859  4.4211   0.409064016858   435.9698   3.3482 -0.0057
 2459591.5 -13.7815  4.3997   0.409063907094   436.0264   3.3265 -0.0057
 2459592.5 -13.7388  4.3776   0.409063793829   436.0981   3.3041 -0.0056
 2459593.5 -13.6609  4.3617   0.409063710422   436.1839   3.2878 -0.0056
 2459594.5 -13.5557  4.3578   0.409063685233   436.2806   3.2834 -0.0056
 2459595.5 -13.4355  4.3701   0.409063738593   436.3833   3.2952 -0.0056
 2459596.5 -13.3153  4.4005   0.409063879941   436.4861   3.3251 -0.0056
 2459597.5 -13.2111  4.4484   0.409064105582   436.5827   3.3724 -0.0057
 2459598.5 -13.1375  4.5099   0.409064397862   436.6671   3.4336 -0.0058
 2459599.5 -13.1047  4.5790   0.409064726486   436.7354   3.5023 -0.0058
 2459600.5 -13.1165  4.6475   0.409065052320   436.7859   3.5706 -0.0059
 2459601.5 -13.1682  4.7068   0.409065333517   436.8205   3.6297 -0.0060
 2459602.5 -13.2469  4.7492   0.409065533194   436.8443   3.6720 -0.0060
 2459603.5 -13.3321  4.7700   0.409065627478   436.8653   3.6927 -0.0060
 2459604.5 -13.3994  4.7682   0.409065612635   436.8934   3.6908 -0.0060
 2459605.5 -13.4244  4.7483   0.409065509777   436.9383   3.6706 -0.0060
 2459606.5 -13.3894  4.7197   0.409065364992   437.0069   3.6417 -0.0060
 2459607.5 -13.2894  4.6957   0.409065242478   437.1015   3.6172 -0.0059
 2459608.5 -13.1364  4.6901   0.409065209348   437.2171   3.6111 -0.0059
 2459609.5 -12.9596  4.7131   0.409065314309   437.3424   3.6334 -0.0060
 2459610.5 -12.7975  4.7667   0.409065567990   437.4620   3.6865 -0.0060
 2459611.5 -12.6856  4.8438   0.409065935922   437.5618   3.7632 -0.0061
 2459612.5 -12.6441  4.9306   0.409066350345   437.6336   3.8496 -0.0062
 2459613.5 -12.6724  5.0113   0.409066735525   437.6776   3.9301 -0.0063
 2459614.5 -12.7523  5.0739   0.409067032833   437.7010   3.9926 -0.0063
 2459615.5 -12.8571  5.1126   0.409067214176   437.7144   4.0312 -0.0064
 2459616.5 -12.9604  5.1278   0.409067281729   437.7282   4.0463 -0.0064
 2459617.5 -13.0418  5.1245   0.409067259361   437.7507   4.0429 -0.0064
 2459618.5 -13.0891  5.1099   0.409067182259   437.7867   4.0281 -0.0064
 2459619.5 -13.0978  5.0919   0.409067088600   437.8380   4.0098 -0.0064
 2459620.5 -13.0700  5.0778   0.409067014134   437.9039   3.9954 -0.0063
 2459621.5 -13.0128  5.0739   0.409066988935   437.9815   3.9911 -0.0063
 2459622.5 -12.9374  5.0847   0.409067035196   438.0664   4.0015 -0.0063
 2459623.5 -12.8579  5.1128   0.409067165274   438.1530   4.0292 -0.0064
 2459624.5 -12.7898  5.1583   0.409067379700   438.2352   4.0743 -0.0064
 2459625.5 -12.7483  5.2186   0.409067665530   438.3069   4.1342 -0.0065
 2459626.5 -12.7456  5.2880   0.409067996010   438.3631   4.2034 -0.0066
 2459627.5 -12.7882  5.3587   0.409068332763   438.4014   4.2739 -0.0066
 2459628.5 -12.8743  5.4216   0.409068631335   438.4223   4.3367 -0.0067
 2459629.5 -12.9925  5.4680   0.409068849911   438.4304   4.3830 -0.0067
 2459630.5 -13.1227  5.4919   0.409068959535   438.4336   4.4069 -0.0068
 2459631.5 -13.2397  5.4918   0.409068952979   438.4419   4.4068 -0.0068
 2459632.5 -13.3191  5.4717   0.409068849306   438.4651   4.3866 -0.0068
 2459633.5 -13.3427  5.4406   0.409068692171   438.5104   4.3552 -0.0067
 2459634.5 -13.3047  5.4108   0.409068541455   438.5803   4.3251 -0.0067
 2459635.5 -13.2137  5.3951   0.409068459462   438.6713   4.3090 -0.0067
 2459636.5 -13.0929  5.4036   0.409068494452   438.7743   4.3170 -0.0067
 2459637.5 -12.9744  5.4403   0.409068665840   438.8764   4.3531 -0.0067
 2459638.5 -12.8912  5.5015   0.409068956351   438.9647   4.4139 -0.0068
 2459639.5 -12.8674  5.5768   0.409069315462   439.0294   4.4889 -0.0069
 2459640.5 -12.9109  5.6522   0.409069674521   439.0673   4.5641 -0.0069
 2459641.5 -13.0123  5.7140   0.409069968087   439.0822   4.6259 -0.0070
 2459642.5 -13.1491  5.7533   0.409070152486   439.0828   4.6652 -0.0070
 2459643.5 -13.2941  5.7674   0.409070214453   439.0801   4.6793 -0.0071
 2459644.5 -13.4228  5.7592   0.409070168669   439.0837   4.6711 -0.0070
 2459645.5 -13.5186  5.7357   0.409070048331   439.1004   4.6475 -0.0070
 2459646.5 -13.5739  5.7052   0.409069894307   439.1331   4.6168 -0.0070
 2459647.5 -13.5892  5.6760   0.409069746553   439.1818   4.5874 -0.0070
 2459648.5 -13.5709  5.6551   0.409069638847   439.2438   4.5661 -0.0069
 2459649.5 -13.5300  5.6475   0.409069596124   439.3149   4.5583 -0.0069
 2459650.5 -13.4800  5.6565   0.409069633187   439.3897   4.5668 -0.0069
 2459651.5 -13.4355  5.6826   0.409069753762   439.4624   4.5926 -0.0070
 2459652.5 -13.4116  5.7243   0.409069949485   439.5269   4.6339 -0.0070
 2459653.5 -13.4214  5.7770   0.409070199070   439.5782   4.6865 -0.0071
 2459654.5 -13.4736  5.8339   0.409070468643   439.6126   4.7432 -0.0071
 2459655.5 -13.5702  5.8860   0.409070714718   439.6293   4.7951 -0.0072
 2459656.5 -13.7034  5.9236   0.409070891171   439.6313   4.8328 -0.0072
 2459657.5 -13.8554  5.9391   0.409070960124   439.6258   4.8483 -0.0072
 2459658.5 -14.0003  5.9289   0.409070904241   439.6230   4.8381 -0.0072
 2459659.5 -14.1106  5.8954   0.409070735670   439.6339   4.8046 -0.0072
 2459660.5 -14.1647  5.8474   0.409070496684   439.6670   4.7564 -0.0071
 2459661.5 -14.1540  5.7978   0.409070250097   439.7259   4.7065 -0.0071
 2459662.5 -14.0864  5.7603   0.409070062155   439.8074   4.6686 -0.0070
 2459663.5 -13.9842  5.7455   0.409069983984   439.9029   4.6533 -0.0070
 2459664.5 -13.8785  5.7579   0.409070037790   439.9998   4.6652 -0.0070
 2459665.5 -13.8006  5.7950   0.409070211600   440.0859   4.7019 -0.0071
 2459666.5 -13.7742  5.8482   0.409070463419   440.1515   4.7548 -0.0071
 2459667.5 -13.8098  5.9051   0.409070733134   440.1925   4.8115 -0.0072
 2459668.5 -13.9030  5.9529   0.409070958637   440.2105   4.8593 -0.0072
 2459669.5 -14.0365  5.9816   0.409071091443   440.2125   4.8879 -0.0073
 2459670.5 -14.1858  5.9862   0.409071107272   440.2080   4.8925 -0.0073
 2459671.5 -14.3258  5.9672   0.409071008920   440.2071   4.8735 -0.0073
 2459672.5 -14.4364  5.9298   0.409070821699   440.2178   4.8361 -0.0072
 2459673.5 -14.5061  5.8822   0.409070584356   440.2447   4.7883 -0.0072
 2459674.5 -14.5322  5.8329   0.409070339255   440.2889   4.7388 -0.0071
 2459675.5 -14.5199  5.7899   0.409070124564   440.3485   4.6955 -0.0071
 2459676.5 -14.4793  5.7592   0.409069969495   440.4193   4.6645 -0.0070
 2459677.5 -14.4241  5.7445   0.409069892170   440.4961   4.6494 -0.0070
 2459678.5 -14.3691  5.7472   0.409069899054   440.5728   4.6517 -0.0070
 2459679.5 -14.3289  5.7662   0.409069984953   440.6438   4.6704 -0.0070
 2459680.5 -14.3165  5.7980   0.409070133048   440.7037   4.7019 -0.0071
 2459681.5 -14.3419  5.8369   0.409070315116   440.7487   4.7405 -0.0071
