 -3    0 24   0 28   0 31   0 33   0 35   0 37   0 40   0 43   0 46   0 49   0 52   0 55   0 57   1  0   1  0   1  1   1  2   1  3   1  4   1  6   1  7   1  9   1 11   1 13   1 15   1 18   1 21   1 24
 -2    0 36   0 46   0 53   1  0   1  6   1 11   1 19   1 27   1 34   1 42   1 50   1 59   2  4   2 10   2 10   2 13   2 16   2 19   2 22   2 26   2 30   2 34   2 39   2 45   2 51   2 58   3  7   3 16
 -1    0 51   1  7   1 20   1 31   1 40   1 48   2  2   2 15   2 27   2 39   2 51   3  6   3 15   3 25   3 25   3 29   3 34   3 39   3 45   3 51   3 57   4  5   4 13   4 23   4 34   4 46   5  2   5 21
  0    1 11   1 34   1 52   2  8   2 20   2 32   2 51   3  8   3 24   3 40   3 57   4 17   4 29   4 42   4 42   4 49   4 55   5  2   5 10   5 19   5 28   5 39   5 51   6  5   6 22   6 43   7 10   7 48
  1    1 41   2 11   2 35   2 53   3  9   3 23   3 46   4  7   4 26   4 45   5  6   5 30   5 44   6  1   6  1   6  8   6 16   6 25   6 35   6 45   6 57   7 11   7 27   7 46   8 10   8 42   9 35  -- --
  2    2 27   3  3   3 29   3 50   4  8   4 23   4 49   5 11   5 32   5 52   6 15   6 41   6 56   7 14   7 14   7 22   7 31   7 41   7 51   8  3   8 16   8 32   8 50   9 12   9 40  10 21  -- --  -- --
  3    3 35   4 11   4 37   4 58   5 15   5 30   5 56   6 18   6 38   6 59   7 20   7 46   8  1   8 18   8 18   8 26   8 34   8 43   8 54   9  5   9 17   9 32   9 49  10  9  10 34  11  8  12  9  -- --
  4    5  0   5 31   5 54   6 12   6 28   6 41   7  4   7 23   7 42   8  0   8 19   8 42   8 55   9 10   9 10   9 17   9 24   9 32   9 40   9 50  10  0  10 12  10 26  10 41  11  0  11 23  11 53  12 39
  5    6 33   6 56   7 14   7 28   7 41   7 51   8 10   8 25   8 40   8 55   9 11   9 29   9 39   9 51   9 51   9 56  10  2  10  8  10 15  10 22  10 30  10 39  10 48  11  0  11 12  11 28  11 46  12  8
  6    8  3   8 19   8 32   8 42   8 51   8 58   9 11   9 23   9 33   9 44   9 55  10  8  10 16  10 24  10 24  10 28  10 32  10 36  10 41  10 46  10 51  10 57  11  4  11 11  11 19  11 29  11 40  11 53
  7    9 29   9 38   9 45   9 51   9 56  10  1  10  9  10 15  10 22  10 28  10 35  10 42  10 47  10 52  10 52  10 54  10 56  10 59  11  1  11  4  11  7  11 11  11 15  11 19  11 24  11 29  11 35  11 42
  8   10 50  10 53  10 55  10 57  10 59  11  0  11  3  11  5  11  7  11  9  11 11  11 13  11 15  11 16  11 16  11 17  11 18  11 19  11 19  11 20  11 21  11 22  11 24  11 25  11 26  11 28  11 30  11 32
  9   12  8  12  5  12  2  12  0  11 58  11 57  11 54  11 52  11 49  11 47  11 45  11 42  11 41  11 39  11 39  11 39  11 38  11 37  11 36  11 35  11 34  11 33  11 32  11 30  11 29  11 27  11 25  11 23
 10   13 24  13 15  13  8  13  2  12 57  12 52  12 44  12 38  12 31  12 25  12 19  12 11  12  7  12  2  12  2  12  0  11 58  11 55  11 53  11 50  11 47  11 44  11 40  11 36  11 32  11 27  11 21  11 14
 11   14 39  14 24  14 12  14  3  13 54  13 47  13 35  13 24  13 14  13  4  12 53  12 41  12 34  12 26  12 26  12 23  12 19  12 15  12 11  12  6  12  1  11 56  11 50  11 43  11 35  11 26  11 16  11  4
 12   15 54  15 33  15 17  15  4  14 52  14 42  14 26  14 11  13 57  13 44  13 29  13 13  13  4  12 53  12 53  12 48  12 43  12 37  12 31  12 25  12 18  12 10  12  1  11 51  11 40  11 27  11 11  10 52
 13   17  9  16 42  16 21  16  4  15 50  15 38  15 17  15  0  14 43  14 26  14  9  13 48  13 37  13 23  13 23  13 17  13 11  13  4  12 56  12 48  12 39  12 28  12 17  12  4  11 48  11 29  11  6  10 35
 14   18 20  17 48  17 23  17  4  16 48  16 34  16 10  15 50  15 31  15 12  14 51  14 28  14 15  13 59  13 59  13 52  13 44  13 36  13 27  13 17  13  6  12 53  12 39  12 22  12  2  11 36  11  0   9 51
 15   19 24  18 48  18 22  18  1  17 43  17 28  17  3  16 41  16 20  16  0  15 38  15 13  14 58  14 41  14 41  14 33  14 25  14 16  14  6  13 55  13 42  13 28  13 11  12 51  12 26  11 52  10 50  ++ ++
 16   20 17  19 41  19 14  18 53  18 35  18 20  17 54  17 32  17 11  16 51  16 29  16  3  15 48  15 30  15 30  15 22  15 14  15  4  14 54  14 42  14 29  14 14  13 57  13 36  13  9  12 30  ++ ++  ++ ++
 17   20 56  20 23  19 58  19 39  19 22  19  8  18 43  18 22  18  3  17 43  17 22  16 57  16 43  16 26  16 26  16 18  16 10  16  1  15 51  15 40  15 28  15 14  14 58  14 38  14 13  13 40  12 41  ++ ++
