2459595.4670898  1 Per
2459639.4513273  1 Afe
2459683.4356960  1 Per
2459727.4203085  1 Afe
2459771.4046898  1 Per
2459815.3893460  1 Afe
2459859.3739273  1 Per
2459903.3595335  1 Afe
2459605.6771086  1 Nor
2459659.7103586  1 Sur
2459693.6461273  1 Nor
2459747.6784710  1 Sur
2459781.6154898  1 Nor
2459835.6490835  1 Sur
2459869.5850523  1 Nor
2459923.6180773  1 Sur
2459590.7973648  1 Asc
2459629.0814273  1 Des
2459678.7666836  1 Asc
2459717.0504898  1 Des
2459766.7357398  1 Asc
2459805.0203273  1 Des
2459854.7053210  1 Asc
2459892.9897710  1 Des
2459942.6752523  1 Asc
2459602.7413023  2 Per
2459714.9398773  2 Afe
2459827.3473523  2 Per
2459939.6311023  2 Afe
2459624.3466898  2 Nor
2459737.2537273  2 Sur
2459849.0515023  2 Nor
2459680.4055648  2 Des
2459793.5447273  2 Asc
2459905.1064773  2 Des
2459583.7879211  3 Per
2459764.7991085  3 Afe
2459752.0460648  4 Per
2459725.6091148  4 Sur
2459872.6787898  4 Asc
2459927.3503148  5 Sur
2459920.1793773 16 Per
2459616.6573148 16 Asc
2459890.3833461 17 Sur
2459847.9615023 18 Des
2459664.0115023 19 Des
