2454048.222222222  14.912865549248 -16.673762174610 0.9906582102  14.936433911422 -16.961962861392 0.6749058812 307.472781845922
2454048.222916666  14.912912014464 -16.673962687848 0.9906580458  14.936377189217 -16.961469855296 0.6749074314 307.723466335624
2454048.223611111  14.912958479826 -16.674163198972 0.9906578815  14.936320467382 -16.960976845771 0.6749089830 307.974150993423
2454048.224305556  14.913004945271 -16.674363707713 0.9906577171  14.936263746080 -16.960483834013 0.6749105361 308.224835483123
2454048.225000000  14.913051410832 -16.674564214205 0.9906575527  14.936207025103 -16.959990818642 0.6749120907 308.475519972822
2454048.225694444  14.913097876507 -16.674764718449 0.9906573884  14.936150304538 -16.959497800194 0.6749136467 308.726204462520
2454048.226388889  14.913144342297 -16.674965220445 0.9906572240  14.936093584469 -16.959004779201 0.6749152042 308.976888952218
2454048.227083333  14.913190808202 -16.675165720191 0.9906570597  14.936036864730 -16.958511754616 0.6749167632 309.227573441913
2454048.227777778  14.913237274221 -16.675366217690 0.9906568953  14.935980145404 -16.958018726973 0.6749183236 309.478257931608
2454048.228472222  14.913283740356 -16.675566712939 0.9906567310  14.935923426578 -16.957525696806 0.6749198856 309.728942421302
2454048.229166667  14.913330206605 -16.675767205941 0.9906565666  14.935866708083 -16.957032663068 0.6749214490 309.979626910994
2454048.229861111  14.913376672968 -16.675967696693 0.9906564023  14.935809990005 -16.956539626292 0.6749230138 310.230311400687
2454048.230555555  14.913423139447 -16.676168185196 0.9906562379  14.935753272428 -16.956046587011 0.6749245802 310.480995890377
2454048.231250000  14.913469606071 -16.676368671586 0.9906560736  14.935696555149 -16.955553543849 0.6749261480 310.731680548163
2454048.231944445  14.913516072779 -16.676569155592 0.9906559092  14.935639838410 -16.955060498526 0.6749277173 310.982365037852
2454048.232638889  14.913562539602 -16.676769637349 0.9906557449  14.935583122008 -16.954567449665 0.6749292880 311.233049527539
2454048.233333333  14.913609006540 -16.676970116857 0.9906555806  14.935526406111 -16.954074398328 0.6749308602 311.483734017225
2454048.234027778  14.913655473592 -16.677170594116 0.9906554162  14.935469690553 -16.953581343465 0.6749324339 311.734418506910
2454048.234722222  14.913701940759 -16.677371069127 0.9906552519  14.935412975501 -16.953088286139 0.6749340091 311.985102996594
2454048.235416667  14.913748408041 -16.677571541888 0.9906550876  14.935356260789 -16.952595225302 0.6749355858 312.235787486277
2454048.236111111  14.913794875438 -16.677772012400 0.9906549232  14.935299546586 -16.952102162014 0.6749371639 312.486471975959
2454048.236805555  14.913841342949 -16.677972480664 0.9906547589  14.935242832809 -16.951609095756 0.6749387435 312.737156465639
2454048.237500000  14.913887810576 -16.678172946678 0.9906545946  14.935186119375 -16.951116026007 0.6749403245 312.987840955319
2454048.238194444  14.913934278317 -16.678373410443 0.9906544302  14.935129406451 -16.950622953827 0.6749419071 313.238525444997
2454048.238888889  14.913980746203 -16.678573872093 0.9906542659  14.935072693835 -16.950129877839 0.6749434911 313.489210102771
2454048.239583333  14.914027214174 -16.678774331360 0.9906541016  14.935015981770 -16.949636799766 0.6749450765 313.739894592448
2454048.240277778  14.914073682259 -16.678974788377 0.9906539373  14.934959270134 -16.949143718755 0.6749466635 313.990579082122
2454048.240972222  14.914120150459 -16.679175243145 0.9906537730  14.934902558847 -16.948650634287 0.6749482519 314.241263571796
2454048.241666667  14.914166618774 -16.679375695664 0.9906536087  14.934845848075 -16.948157547422 0.6749498418 314.491948061469
2454048.242361111  14.914213087204 -16.679576145933 0.9906534443  14.934789137735 -16.947664457640 0.6749514332 314.742632551140
2454048.243055556  14.914259555748 -16.679776593953 0.9906532800  14.934732427830 -16.947171364948 0.6749530260 314.993317040811
2454048.243750000  14.914306024407 -16.679977039723 0.9906531157  14.934675718276 -16.946678268826 0.6749546203 315.244001530480
2454048.244444444  14.914352493181 -16.680177483244 0.9906529514  14.934619009241 -16.946185170334 0.6749562161 315.494686020148
2454048.245138889  14.914398962070 -16.680377924515 0.9906527871  14.934562300643 -16.945692068952 0.6749578134 315.745370509815
2454048.245833333  14.914445431073 -16.680578363537 0.9906526228  14.934505592482 -16.945198964686 0.6749594121 315.996054999481
2454048.246527778  14.914491900191 -16.680778800310 0.9906524585  14.934448884759 -16.944705857544 0.6749610123 316.246739489146
2454048.247222222  14.914538369455 -16.680979234967 0.9906522942  14.934392177437 -16.944212747202 0.6749626140 316.497424146906
2454048.247916667  14.914584838803 -16.681179667239 0.9906521299  14.934335470594 -16.943719634327 0.6749642171 316.748108636569
2454048.248611111  14.914631308266 -16.681380097263 0.9906519656  14.934278764108 -16.943226518069 0.6749658217 316.998793126230
2454048.249305556  14.914677777843 -16.681580525036 0.9906518013  14.934222058147 -16.942733399488 0.6749674278 317.249477615890
2454048.250000000  14.914724247535 -16.681780950560 0.9906516370  14.934165352630 -16.942240278064 0.6749690354 317.500162105549
2454048.250694444  14.914770717342 -16.681981373834 0.9906514727  14.934108647556 -16.941747153804 0.6749706444 317.750846595207
2454048.251388889  14.914817187264 -16.682181794858 0.9906513084  14.934051942926 -16.941254026714 0.6749722549 318.001531084863
2454048.252083333  14.914863657300 -16.682382213632 0.9906511441  14.933995238742 -16.940760896802 0.6749738669 318.252215574519
2454048.252777778  14.914910127451 -16.682582630156 0.9906509799  14.933938535005 -16.940267764074 0.6749754804 318.502900064173
2454048.253472222  14.914956597717 -16.682783044430 0.9906508156  14.933881831715 -16.939774628536 0.6749770953 318.753584553826
2454048.254166666  14.915003068098 -16.682983456454 0.9906506513  14.933825128873 -16.939281490196 0.6749787117 319.004269043478
2454048.254861111  14.915049538624 -16.683183866362 0.9906504870  14.933768426442 -16.938788348729 0.6749803296 319.254953701226
2454048.255555556  14.915096009235 -16.683384273886 0.9906503227  14.933711724499 -16.938295204804 0.6749819489 319.505638190875
2454048.256250000  14.915142479960 -16.683584679160 0.9906501584  14.933655023091 -16.937802058624 0.6749835697 319.756322680524
2454048.256944444  14.915188950800 -16.683785082184 0.9906499942  14.933598322051 -16.937308909141 0.6749851920 320.007007170171
2454048.257638889  14.915235421754 -16.683985482957 0.9906498299  14.933541621463 -16.936815756889 0.6749868158 320.257691659817
2454048.258333333  14.915281892824 -16.684185881481 0.9906496656  14.933484921329 -16.936322601874 0.6749884410 320.508376149461
2454048.259027778  14.915328364008 -16.684386277754 0.9906495014  14.933428221650 -16.935829444104 0.6749900678 320.759060639106
2454048.259722222  14.915374835307 -16.684586671776 0.9906493371  14.933371522426 -16.935336283586 0.6749916959 321.009745128748
2454048.260416667  14.915421306720 -16.684787063549 0.9906491728  14.933314823742 -16.934843120853 0.6749933256 321.260429618389
2454048.261111111  14.915467778249 -16.684987453070 0.9906490086  14.933258125431 -16.934349954857 0.6749949567 321.511114108029
2454048.261805555  14.915514249892 -16.685187840342 0.9906488443  14.933201427579 -16.933856786133 0.6749965893 321.761798597668
2454048.262500000  14.915560721682 -16.685388225497 0.9906486800  14.933144730147 -16.933363614356 0.6749982234 322.012483255402
2454048.263194445  14.915607193554 -16.685588608268 0.9906485158  14.933088033297 -16.932870440722 0.6749998589 322.263167745038
2454048.263888889  14.915653665542 -16.685788988788 0.9906483515  14.933031336824 -16.932377263852 0.6750014960 322.513852234674
2454048.264583333  14.915700137644 -16.685989367057 0.9906481873  14.932974640813 -16.931884084281 0.6750031345 322.764536724308
2454048.265277778  14.915746609862 -16.686189743076 0.9906480230  14.932917945348 -16.931390902542 0.6750047744 323.015221213940
2454048.265972222  14.915793082194 -16.686390116844 0.9906478588  14.932861250263 -16.930897717588 0.6750064159 323.265905703572
2454048.266666667  14.915839554640 -16.686590488361 0.9906476945  14.932804555642 -16.930404529953 0.6750080588 323.516590193202
2454048.267361111  14.915886027202 -16.686790857628 0.9906475303  14.932747861570 -16.929911340170 0.6750097032 323.767274682831
2454048.268055555  14.915932499878 -16.686991224644 0.9906473660  14.932691167881 -16.929418147192 0.6750113490 324.017959172459
2454048.268750000  14.915978972670 -16.687191589409 0.9906472018  14.932634474743 -16.928924952080 0.6750129964 324.268643662086
2454048.269444444  14.916025445575 -16.687391951923 0.9906470375  14.932577781988 -16.928431753786 0.6750146452 324.519328151711
2454048.270138889  14.916071918627 -16.687592312321 0.9906468733  14.932521089665 -16.927938552514 0.6750162954 324.770012809432
2454048.270833333  14.916118391763 -16.687792670333 0.9906467091  14.932464397933 -16.927445349459 0.6750179472 325.020697299055
2454048.271527778  14.916164865013 -16.687993026095 0.9906465448  14.932407706588 -16.926952143242 0.6750196004 325.271381788677
2454048.272222222  14.916211338378 -16.688193379605 0.9906463806  14.932351015798 -16.926458934925 0.6750212551 325.522066278297
2454048.272916667  14.916257811858 -16.688393730865 0.9906462164  14.932294325397 -16.925965723460 0.6750229113 325.772750767916
2454048.273611111  14.916304285453 -16.688594079873 0.9906460521  14.932237635553 -16.925472509908 0.6750245689 326.023435257534
2454048.274305556  14.916350759162 -16.688794426631 0.9906458879  14.932180946183 -16.924979293749 0.6750262281 326.274119747151
2454048.275000000  14.916397232986 -16.688994771137 0.9906457237  14.932124257205 -16.924486074462 0.6750278886 326.524804236767
2454048.275694444  14.916443706925 -16.689195113392 0.9906455594  14.932067568787 -16.923992853109 0.6750295507 326.775488726380
2454048.276388889  14.916490180979 -16.689395453395 0.9906453952  14.932010880761 -16.923499628641 0.6750312143 327.026173215993
2454048.277083333  14.916536655148 -16.689595791148 0.9906452310  14.931954193298 -16.923006402120 0.6750328793 327.276857705605
2454048.277777778  14.916583129431 -16.689796126649 0.9906450668  14.931897506313 -16.922513173026 0.6750345458 327.527542195215
2454048.278472222  14.916629603860 -16.689996460033 0.9906449026  14.931840819686 -16.922019940507 0.6750362137 327.778226852922
2454048.279166667  14.916676078373 -16.690196791032 0.9906447383  14.931784133661 -16.921526706285 0.6750378831 328.028911342530
2454048.279861111  14.916722553001 -16.690397119779 0.9906445741  14.931727448118 -16.921033469511 0.6750395541 328.279595832136
2454048.280555556  14.916769027744 -16.690597446275 0.9906444099  14.931670763057 -16.920540230189 0.6750412264 328.530280321741
2454048.281250000  14.916815502601 -16.690797770519 0.9906442457  14.931614078395 -16.920046987801 0.6750429003 328.780964811345
2454048.281944444  14.916861977573 -16.690998092511 0.9906440815  14.931557394302 -16.919553743406 0.6750445756 329.031649300948
2454048.282638889  14.916908452660 -16.691198412253 0.9906439173  14.931500710693 -16.919060496486 0.6750462524 329.282333790549
2454048.283333333  14.916954927862 -16.691398729742 0.9906437531  14.931444027571 -16.918567247045 0.6750479307 329.533018280150
2454048.284027778  14.917001403178 -16.691599044980 0.9906435889  14.931387344935 -16.918073995092 0.6750496104 329.783702769749
2454048.284722222  14.917047878609 -16.691799357966 0.9906434247  14.931330662703 -16.917580740105 0.6750512917 330.034387259346
2454048.285416666  14.917094354156 -16.691999668701 0.9906432605  14.931273981044 -16.917087483146 0.6750529743 330.285071748943
2454048.286111111  14.917140829848 -16.692199977318 0.9906430963  14.931217299836 -16.916594223364 0.6750546585 330.535756406635
2454048.286805556  14.917187305623 -16.692400283549 0.9906429321  14.931160619157 -16.916100961426 0.6750563442 330.786440896229
2454048.287500000  14.917233781514 -16.692600587528 0.9906427679  14.931103938969 -16.915607697010 0.6750580313 331.037125385821
2454048.288194444  14.917280257519 -16.692800889255 0.9906426037  14.931047259273 -16.915114430121 0.6750597199 331.287809875412
2454048.288888889  14.917326733639 -16.693001188730 0.9906424395  14.930990580070 -16.914621160766 0.6750614099 331.538494365002
2454048.289583333  14.917373209874 -16.693201485954 0.9906422753  14.930933901362 -16.914127888952 0.6750631015 331.789178854591
2454048.290277778  14.917419686224 -16.693401780925 0.9906421111  14.930877223148 -16.913634614686 0.6750647945 332.039863344178
2454048.290972222  14.917466162688 -16.693602073645 0.9906419469  14.930820545430 -16.913141337975 0.6750664890 332.290547833764
2454048.291666667  14.917512639267 -16.693802364112 0.9906417828  14.930763868209 -16.912648058824 0.6750681849 332.541232323348
2454048.292361111  14.917559115961 -16.694002652328 0.9906416186  14.930707191485 -16.912154777242 0.6750698824 332.791916812932
2454048.293055555  14.917605592770 -16.694202938291 0.9906414544  14.930650515260 -16.911661493235 0.6750715813 333.042601302514
2454048.293750000  14.917652069725 -16.694403222136 0.9906412902  14.930593839496 -16.911168206479 0.6750732816 333.293285960191
2454048.294444445  14.917698546764 -16.694603503595 0.9906411260  14.930537164271 -16.910674917641 0.6750749835 333.543970449770
2454048.295138889  14.917745023917 -16.694803782802 0.9906409619  14.930480489547 -16.910181626399 0.6750766868 333.794654939349
2454048.295833333  14.917791501185 -16.695004059756 0.9906407977  14.930423815409 -16.909688333285 0.6750783916 334.045339428925
2454048.296527778  14.917837978568 -16.695204334458 0.9906406335  14.930367141690 -16.909195037253 0.6750800979 334.296023918501
2454048.297222222  14.917884456065 -16.695404606908 0.9906404694  14.930310468475 -16.908701738837 0.6750818057 334.546708408075
2454048.297916667  14.917930933678 -16.695604877105 0.9906403052  14.930253795764 -16.908208438042 0.6750835149 334.797392897648
2454048.298611111  14.917977411405 -16.695805145050 0.9906401410  14.930197123560 -16.907715134876 0.6750852256 335.048077387219
2454048.299305555  14.918023889247 -16.696005410742 0.9906399769  14.930140451946 -16.907221829873 0.6750869377 335.298761876789
2454048.300000000  14.918070367204 -16.696205674182 0.9906398127  14.930083780755 -16.906728521985 0.6750886514 335.549446366357
2454048.300694444  14.918116845276 -16.696405935370 0.9906396485  14.930027110073 -16.906235211746 0.6750903665 335.800130855925
2454048.301388889  14.918163323493 -16.696606194439 0.9906394844  14.929970439862 -16.905741898832 0.6750920831 336.050815513588
2454048.302083333  14.918209801795 -16.696806451121 0.9906393202  14.929913770284 -16.905248584439 0.6750938012 336.301500003153
2454048.302777778  14.918256280211 -16.697006705550 0.9906391561  14.929857101132 -16.904755267187 0.6750955207 336.552184492716
2454048.303472222  14.918302758742 -16.697206957727 0.9906389919  14.929800432493 -16.904261947612 0.6750972417 336.802868982278
2454048.304166667  14.918349237387 -16.697407207651 0.9906388278  14.929743764450 -16.903768626247 0.6750989642 337.053553471839
2454048.304861111  14.918395716148 -16.697607455323 0.9906386636  14.929687096837 -16.903275302044 0.6751006882 337.304237961397
2454048.305555556  14.918442195023 -16.697807700741 0.9906384995  14.929630429823 -16.902781976065 0.6751024136 337.554922450955
2454048.306250000  14.918488674013 -16.698007943907 0.9906383353  14.929573763241 -16.902288647261 0.6751041406 337.805606940512
2454048.306944444  14.918535153118 -16.698208184820 0.9906381712  14.929517097175 -16.901795316167 0.6751058689 338.056291430067
2454048.307638889  14.918581632338 -16.698408423480 0.9906380070  14.929460431710 -16.901301983318 0.6751075988 338.306975919621
2454048.308333333  14.918628111672 -16.698608659887 0.9906378429  14.929403766680 -16.900808647664 0.6751093301 338.557660409174
2454048.309027778  14.918674591122 -16.698808894041 0.9906376788  14.929347102252 -16.900315310268 0.6751110630 338.808344898724
2454048.309722222  14.918721070717 -16.699009126076 0.9906375146  14.929290438223 -16.899821969750 0.6751127972 339.059029556371
2454048.310416667  14.918767550396 -16.699209355724 0.9906373505  14.929233774837 -16.899328627835 0.6751145330 339.309714045919
2454048.311111111  14.918814030190 -16.699409583119 0.9906371864  14.929177111889 -16.898835283142 0.6751162702 339.560398535466
2454048.311805556  14.918860510098 -16.699609808261 0.9906370222  14.929120449547 -16.898341936734 0.6751180089 339.811083025011
2454048.312500000  14.918906990122 -16.699810031149 0.9906368581  14.929063787729 -16.897848588089 0.6751197491 340.061767514556
2454048.313194444  14.918953470260 -16.700010251785 0.9906366940  14.929007126352 -16.897355236688 0.6751214908 340.312452004098
2454048.313888889  14.918999950513 -16.700210470167 0.9906365298  14.928950465585 -16.896861883592 0.6751232339 340.563136493640
2454048.314583333  14.919046430881 -16.700410686295 0.9906363657  14.928893805259 -16.896368527752 0.6751249785 340.813820983180
2454048.315277778  14.919092911363 -16.700610900171 0.9906362016  14.928837145545 -16.895875170231 0.6751267246 341.064505472718
2454048.315972222  14.919139391961 -16.700811111793 0.9906360375  14.928780486359 -16.895381810508 0.6751284722 341.315189962255
2454048.316666666  14.919185872673 -16.701011321162 0.9906358734  14.928723827619 -16.894888448062 0.6751302212 341.565874451791
2454048.317361111  14.919232353531 -16.701211528411 0.9906357093  14.928667169454 -16.894395083623 0.6751319717 341.816559109423
2454048.318055556  14.919278834473 -16.701411733273 0.9906355451  14.928610511858 -16.893901717333 0.6751337237 342.067243598956
2454048.318750000  14.919325315530 -16.701611935881 0.9906353810  14.928553854793 -16.893408348868 0.6751354771 342.317928088487
2454048.319444444  14.919371796701 -16.701812136236 0.9906352169  14.928497198178 -16.892914977707 0.6751372321 342.568612578017
2454048.320138889  14.919418277988 -16.702012334337 0.9906350528  14.928440542180 -16.892421604912 0.6751389885 342.819297067546
2454048.320833333  14.919464759389 -16.702212530184 0.9906348887  14.928383886716 -16.891928229962 0.6751407463 343.069981557073
2454048.321527778  14.919511240905 -16.702412723778 0.9906347246  14.928327231788 -16.891434852863 0.6751425057 343.320666046599
2454048.322222222  14.919557722535 -16.702612915118 0.9906345605  14.928270577396 -16.890941473623 0.6751442665 343.571350536124
2454048.322916667  14.919604204281 -16.702813104205 0.9906343964  14.928213923458 -16.890448091721 0.6751460288 343.822035025646
2454048.323611111  14.919650686141 -16.703013291037 0.9906342323  14.928157270141 -16.889954708218 0.6751477926 344.072719515168
2454048.324305555  14.919697168117 -16.703213475616 0.9906340682  14.928100617363 -16.889461322595 0.6751495579 344.323404004688
2454048.325000000  14.919743650238 -16.703413658075 0.9906339041  14.928043965087 -16.888967934526 0.6751513246 344.574088662304
2454048.325694445  14.919790132443 -16.703613838146 0.9906337400  14.927987313390 -16.888474544680 0.6751530928 344.824773151821
2454048.326388889  14.919836614762 -16.703814015964 0.9906335759  14.927930662235 -16.887981152734 0.6751548625 345.075457641337
2454048.327083333  14.919883097197 -16.704014191527 0.9906334118  14.927874011622 -16.887487758693 0.6751566336 345.326142130852
2454048.327777778  14.919929579746 -16.704214364836 0.9906332477  14.927817361552 -16.886994362565 0.6751584062 345.576826620365
2454048.328472222  14.919976062410 -16.704414535891 0.9906330836  14.927760712027 -16.886500964356 0.6751601803 345.827511109877
2454048.329166667  14.920022545189 -16.704614704692 0.9906329196  14.927704063047 -16.886007564074 0.6751619559 346.078195599386
2454048.329861111  14.920069028083 -16.704814871239 0.9906327555  14.927647414613 -16.885514161724 0.6751637330 346.328880088895
2454048.330555555  14.920115511091 -16.705015035532 0.9906325914  14.927590766727 -16.885020757315 0.6751655115 346.579564578402
2454048.331250000  14.920161994215 -16.705215197570 0.9906324273  14.927534119388 -16.884527350852 0.6751672915 346.830249067908
2454048.331944444  14.920208477453 -16.705415357355 0.9906322632  14.927477472598 -16.884033942342 0.6751690730 347.080933557412
2454048.332638889  14.920254960837 -16.705615515019 0.9906320992  14.927420826320 -16.883540531461 0.6751708559 347.331618215013
2454048.333333333  14.920301444305 -16.705815670295 0.9906319351  14.927364180714 -16.883047119405 0.6751726403 347.582302704514
2454048.334027778  14.920347927888 -16.706015823316 0.9906317710  14.927307535576 -16.882553704796 0.6751744262 347.832987194014
2454048.334722222  14.920394411585 -16.706215974083 0.9906316069  14.927250890991 -16.882060288167 0.6751762136 348.083671683512
2454048.335416667  14.920440895398 -16.706416122596 0.9906314429  14.927194246959 -16.881566869525 0.6751780025 348.334356173009
2454048.336111111  14.920487379325 -16.706616268854 0.9906312788  14.927137603481 -16.881073448877 0.6751797928 348.585040662505
2454048.336805556  14.920533863367 -16.706816412858 0.9906311147  14.927080960558 -16.880580026229 0.6751815846 348.835725151999
2454048.337500000  14.920580347523 -16.707016554607 0.9906309507  14.927024318275 -16.880086602117 0.6751833779 349.086409641491
2454048.338194444  14.920626831795 -16.707216694101 0.9906307866  14.926967676465 -16.879593175491 0.6751851726 349.337094130983
2454048.338888889  14.920673316182 -16.707416831341 0.9906306226  14.926911035213 -16.879099746886 0.6751869689 349.587778620472
2454048.339583333  14.920719800683 -16.707616966327 0.9906304585  14.926854394604 -16.878606316836 0.6751887666 349.838463109961
2454048.340277778  14.920766285299 -16.707817099057 0.9906302945  14.926797754470 -16.878112884293 0.6751905657 350.089147599447
2454048.340972222  14.920812770061 -16.708017229667 0.9906301304  14.926741114859 -16.877619449461 0.6751923664 350.339832257029
2454048.341666667  14.920859254907 -16.708217357889 0.9906299663  14.926684475931 -16.877126013535 0.6751941685 350.590516746513
2454048.342361111  14.920905739867 -16.708417483855 0.9906298023  14.926627837482 -16.876632575137 0.6751959721 350.841201235995
2454048.343055556  14.920952224943 -16.708617607567 0.9906296383  14.926571199596 -16.876139134800 0.6751977772 351.091885725476
2454048.343750000  14.920998710133 -16.708817729023 0.9906294742  14.926514562358 -16.875645693059 0.6751995837 351.342570214955
2454048.344444444  14.921045195438 -16.709017848225 0.9906293102  14.926457925601 -16.875152248866 0.6752013918 351.593254704433
2454048.345138889  14.921091680858 -16.709217965172 0.9906291461  14.926401289494 -16.874658803282 0.6752032013 351.843939193909
2454048.345833333  14.921138166393 -16.709418079864 0.9906289821  14.926344653869 -16.874165355259 0.6752050123 352.094623683384
2454048.346527778  14.921184652042 -16.709618192301 0.9906288180  14.926288018897 -16.873671905859 0.6752068247 352.345308172857
2454048.347222222  14.921231137806 -16.709818302482 0.9906286540  14.926231384409 -16.873178454034 0.6752086386 352.595992662329
2454048.347916666  14.921277623686 -16.710018410409 0.9906284900  14.926174750574 -16.872685000846 0.6752104540 352.846677151799
2454048.348611111  14.921324109711 -16.710218516215 0.9906283259  14.926118117188 -16.872191544915 0.6752122709 353.097361809365
2454048.349305556  14.921370595820 -16.710418619631 0.9906281619  14.926061484495 -16.871698087965 0.6752140893 353.348046298832
2454048.350000000  14.921417082043 -16.710618720792 0.9906279979  14.926004852291 -16.871204628617 0.6752159091 353.598730788297
2454048.350694444  14.921463568382 -16.710818819698 0.9906278338  14.925948220744 -16.870711167932 0.6752177304 353.849415277762
2454048.351388889  14.921510054835 -16.711018916349 0.9906276698  14.925891589686 -16.870217704863 0.6752195532 354.100099767224
2454048.352083333  14.921556541403 -16.711219010744 0.9906275058  14.925834959288 -16.869724240471 0.6752213775 354.350784256685
2454048.352777778  14.921603028086 -16.711419102884 0.9906273418  14.925778329465 -16.869230774235 0.6752232032 354.601468746145
2454048.353472222  14.921649514884 -16.711619192769 0.9906271777  14.925721700135 -16.868737305636 0.6752250304 354.852153235603
2454048.354166667  14.921696001797 -16.711819280398 0.9906270137  14.925665071467 -16.868243835733 0.6752268591 355.102837725059
2454048.354861111  14.921742488825 -16.712019365772 0.9906268497  14.925608443377 -16.867750364008 0.6752286893 355.353522214514
2454048.355555555  14.921788975967 -16.712219448890 0.9906266857  14.925551815782 -16.867256889938 0.6752305209 355.604206703968
2454048.356250000  14.921835463255 -16.712419529886 0.9906265217  14.925495188814 -16.866763414256 0.6752323540 355.854891361517
2454048.356944445  14.921881950627 -16.712619608493 0.9906263577  14.925438562465 -16.866269937102 0.6752341886 356.105575850967
2454048.357638889  14.921928438114 -16.712819684845 0.9906261937  14.925381936698 -16.865776458151 0.6752360247 356.356260340416
2454048.358333333  14.921974925716 -16.713019758941 0.9906260297  14.925325311430 -16.865282976884 0.6752378622 356.606944829863
2454048.359027778  14.922021413432 -16.713219830781 0.9906258656  14.925268686830 -16.864789494362 0.6752397012 356.857629319309
2454048.359722222  14.922067901264 -16.713419900365 0.9906257016  14.925212062815 -16.864296010064 0.6752415417 357.108313808753
