12  31    4.394  4.970    8 -32  -5  212.01  0.21   18.301 104.39  0.205
 1   1    4.819  3.735    8 -31  -6  224.19  0.24   14.046  99.39  0.124
 1   2    5.028  2.309    8 -31  -6  236.37  0.27    8.922  94.13  0.061
 1   3    5.014  0.780    8 -31  -6  248.56  0.30    3.342  89.64  0.020
 1   4    4.773 -0.766    7 -32  -6  260.75  0.33  357.747  93.31  0.002
 1   5    4.310 -2.247    6 -32  -5  272.94  0.35  352.506 247.96  0.004
 1   6    3.632 -3.594    5 -32  -4  285.12  0.38  347.864 248.54  0.027
 1   7    2.757 -4.751    4 -32  -2  297.31  0.40  343.953 246.59  0.068
 1   8    1.713 -5.676    3 -33   0  309.49  0.42  340.828 245.01  0.125
 1   9    0.537 -6.342    2 -33   2  321.67  0.44  338.513 244.17  0.195
 1  10   -0.723 -6.729    0 -34   4  333.85  0.46  337.027 244.14  0.275
 1  11   -2.008 -6.830   -1 -34   6  346.02  0.48  336.407 244.95  0.363
 1  12   -3.253 -6.639   -3 -35   8  358.18  0.50  336.708 246.62  0.456
 1  13   -4.385 -6.158   -4 -35  10   10.34  0.52  338.003 249.17  0.551
 1  14   -5.328 -5.394   -5 -35  11   22.49  0.54  340.364 252.59  0.646
 1  15   -6.010 -4.361   -5 -36  12   34.64  0.56  343.826 256.84  0.738
 1  16   -6.364 -3.087   -6 -36  12   46.78  0.58  348.338 261.73  0.823
 1  17   -6.339 -1.615   -6 -36  12   58.91  0.61  353.709 266.82  0.897
 1  18   -5.908 -0.010   -6 -36  11   71.04  0.64  359.593 271.14  0.954
 1  19   -5.074  1.638   -5 -36   9   83.17  0.67    5.537 271.02  0.989
 1  20   -3.879  3.220   -5 -35   7   95.30  0.70   11.085 161.71  0.999
 1  21   -2.406  4.616   -4 -35   5  107.42  0.73   15.868 119.95  0.982
 1  22   -0.773  5.714   -4 -35   3  119.55  0.76   19.632 118.37  0.937
 1  23    0.888  6.428   -3 -34   1  131.68  0.80   22.209 118.01  0.867
 1  24    2.442  6.711   -3 -34  -2  143.82  0.83   23.491 116.98  0.777
 1  25    3.780  6.557   -3 -33  -4  155.96  0.86   23.406 114.92  0.673
 1  26    4.829  6.000   -3 -33  -5  168.11  0.88   21.930 111.79  0.562
 1  27    5.552  5.098   -2 -33  -6  180.27  0.91   19.116 107.69  0.450
 1  28    5.950  3.924   -2 -32  -7  192.43  0.94   15.121 102.84  0.343
 1  29    6.045  2.559   -2 -33  -8  204.60  0.97   10.223  97.59  0.246
 1  30    5.871  1.085   -3 -33  -8  216.78  0.99    4.799  92.45  0.161
 1  31    5.468 -0.419   -3 -33  -7  228.97  1.02  359.258  88.10  0.093
 2   1    4.873 -1.879   -4 -33  -7  241.15  1.04  353.960  85.63  0.043
 2   2    4.113 -3.228   -5 -34  -6  253.34  1.06  349.170  88.70  0.012
 2   3    3.213 -4.409   -6 -34  -4  265.54  1.08  345.048 144.45  0.001
 2   4    2.190 -5.376   -7 -34  -2  277.73  1.10  341.678 228.66  0.009
 2   5    1.062 -6.093   -9 -35  -1  289.92  1.12  339.104 236.55  0.035
 2   6   -0.153 -6.538  -11 -35   1  302.11  1.13  337.356 239.08  0.078
 2   7   -1.428 -6.699  -12 -36   4  314.30  1.14  336.467 240.96  0.135
 2   8   -2.725 -6.573  -14 -36   5  326.48  1.16  336.483 243.11  0.205
 2   9   -3.997 -6.166  -15 -36   7  338.66  1.17  337.458 245.84  0.286
 2  10   -5.181 -5.487  -16 -37   9  350.84  1.18  339.445 249.26  0.376
 2  11   -6.207 -4.555  -17 -37  10    3.01  1.19  342.476 253.42  0.471
 2  12   -6.993 -3.394  -18 -37  10   15.17  1.20  346.525 258.23  0.570
 2  13   -7.457 -2.037  -18 -37  10   27.32  1.22  351.467 263.50  0.669
 2  14   -7.521 -0.535  -18 -37  10   39.47  1.23  357.054 268.84  0.764
 2  15   -7.126  1.044  -18 -37   9   51.62  1.25    2.921 273.64  0.850
 2  16   -6.242  2.612  -17 -36   7   63.76  1.26    8.645 276.89  0.922
 2  17   -4.887  4.058  -17 -36   5   75.89  1.28   13.825 276.02  0.972
 2  18   -3.139  5.262  -16 -35   3   88.03  1.30   18.131 250.47  0.997
 2  19   -1.133  6.114  -16 -34   0  100.16  1.32   21.314 139.00  0.992
 2  20    0.950  6.535  -15 -34  -2  112.29  1.33   23.188 124.85  0.958
 2  21    2.920  6.494  -14 -33  -4  124.43  1.35   23.624 119.88  0.896
 2  22    4.610  6.013  -14 -33  -6  136.58  1.37   22.561 115.65  0.813
 2  23    5.905  5.153  -13 -33  -8  148.73  1.38   20.042 110.96  0.714
 2  24    6.753  4.001  -13 -33  -9  160.88  1.40   16.234 105.69  0.608
 2  25    7.153  2.651  -13 -33 -10  173.05  1.41   11.441 100.02  0.499
 2  26    7.147  1.195  -12 -33 -10  185.22  1.43    6.059  94.34  0.393
 2  27    6.796 -0.287  -13 -33 -10  197.40  1.44    0.509  89.05  0.295
 2  28    6.169 -1.724  -13 -34  -9  209.58  1.46  355.156  84.60  0.208
 3   1    5.335 -3.054  -14 -34  -8  221.77  1.47  350.265  81.39  0.134
 3   2    4.348 -4.225  -15 -35  -6  233.97  1.48  346.000  80.01  0.075
 3   3    3.254 -5.193  -16 -35  -5  246.17  1.50  342.453  81.94  0.033
