   154  00 02 33.0 -05 57 01  4.37  1.631   M3III        YY         Psc    46.62   -41.32    7.86
   677  00 08 59.1 +29 09 14  2.07 -0.038 P B9p          alpha      And   135.68  -162.95   33.60
   746  00 09 47.9 +59 12 47  2.28  0.380 P F2III-IV     beta       Cas   523.39  -180.42   59.89
   765  00 09 59.5 -45 41 03  3.88  1.013   K0III        epsilon    Phe   122.15  -180.13   23.28
  1067  00 13 49.8 +15 14 51  2.83 -0.190   B2IV         gamma      Peg     4.70    -8.24    9.79
  1170  00 15 13.4 -18 52 09  4.44  1.640 P M1III        AE         Cet   -27.15   -73.78    6.62
  1562  00 20 00.8 -08 45 37  3.56  1.214   K2III        iota       Cet   -14.37   -37.84   11.26
  1599  00 20 39.8 -64 48 26  4.23  0.576   F9V          zeta       Tuc  1707.56  1165.36  116.38
  2021  00 26 20.4 -77 11 23  2.82  0.618   G2IV         beta       Hyi  2220.12   324.37  133.78
  2072  00 26 46.0 -43 36 58  3.93  0.175   A7V          kappa      Phe   106.14    32.83   42.51
  2081  00 26 51.0 -42 14 37  2.40  1.083   K0III        alpha      Phe   232.76  -353.64   42.14
  2484  00 32 04.0 -62 53 42  4.36 -0.064   B9V          beta^1     Tuc    82.48   -54.37   23.35
  2599  00 33 39.7 +62 59 42  4.17  0.130   B1Ia         kappa      Cas     3.99    -2.10    0.79
  2912  00 37 29.9 +33 46 57  4.34 -0.123   B5V          pi         And    15.23    -3.56    4.97
  2920  00 37 37.1 +53 57 36  3.69 -0.196   B2IV         zeta       Cas    17.77    -9.15    5.46
  3031  00 39 10.0 +29 22 27  4.34  0.871   G5III        epsilon    And  -229.41  -254.08   19.34
  3092  00 39 56.7 +30 55 26  3.27  1.268   K3III        delta      And   115.38   -83.05   32.19
  3179  00 41 10.0 +56 36 01  2.24  1.170   K0II-IIIvar  alpha      Cas    50.36   -32.17   14.27
  3405  00 43 52.0 -57 24 01  4.36  0.024   A0IV         eta        Phe    -5.16    15.50   13.57
  3419  00 44 10.0 -17 55 25  2.04  1.019   K0III        beta       Cet   232.79    32.71   34.04
  3504  00 45 22.3 +48 20 50  4.48 -0.069   B5III        o          Cas    17.79    -7.62    3.60
  3693  00 47 57.0 +24 19 46  4.08  1.100 P K1II         zeta       And  -101.23   -81.89   17.98
  3786  00 49 16.8 +07 38 51  4.44  1.500   K5III        delta      Psc    83.14   -50.48   10.69
  3821  00 49 48.5 +57 52 33  3.46  0.587   G0V SB       eta        Cas  1087.11  -559.65  167.99
  4427  00 57 24.7 +60 46 44  2.15 -0.046 P B0IV:evar    gamma      Cas    25.65    -3.82    5.32
  4436  00 57 23.7 +38 33 41  3.86  0.130   A5V          mu         And   152.78    36.82   23.93
  4463  00 57 49.4 +23 28 46  4.40  0.940   G8III-IV     eta        And   -43.72   -46.06   13.44
  4577  00 59 09.5 -29 17 44  4.30 -0.154   B7IIIp       alpha      Scl    22.44     6.30    4.85
  4906  01 03 32.5 +07 57 07  4.27  0.952   K0III        epsilon    Psc   -80.57    25.88   17.14
  5165  01 06 35.7 -46 39 25  3.32  0.885 G G8IIIvar     beta       Phe   -70.16    31.60   16.46
  5348  01 08 51.9 -55 11 04  3.94 -0.120 G B6V + B0V    zeta       Phe    21.17    29.70   11.66
  5364  01 09 10.1 -10 07 18  3.46  1.161   K2III        eta        Cet   215.81  -138.33   27.73
  5372  01 10 32.1 +86 19 05  4.24  1.213   K2II-III                       80.34   -11.36   10.43
