   2464396.326389          23.2290944        -  5.234819       379919.732
   2464396.327083          23.2296941        -  5.231969       379916.951
   2464396.327778          23.2302938        -  5.229118       379914.170
   2464396.328472          23.2308934        -  5.226267       379911.390
   2464396.329167          23.2314931        -  5.223416       379908.609
   2464396.329861          23.2320928        -  5.220565       379905.829
   2464396.330556          23.2326924        -  5.217714       379903.050
   2464396.331250          23.2332921        -  5.214862       379900.270
   2464396.331944          23.2338918        -  5.212011       379897.491
   2464396.332639          23.2344915        -  5.209159       379894.712
   2464396.333333          23.2350911        -  5.206307       379891.934
   2464396.334028          23.2356908        -  5.203455       379889.155
   2464396.334722          23.2362905        -  5.200602       379886.377
   2464396.335417          23.2368902        -  5.197750       379883.600
   2464396.336111          23.2374899        -  5.194897       379880.822
   2464396.336806          23.2380896        -  5.192044       379878.045
   2464396.337500          23.2386893        -  5.189191       379875.268
   2464396.338194          23.2392890        -  5.186338       379872.491
   2464396.338889          23.2398887        -  5.183485       379869.715
   2464396.339583          23.2404885        -  5.180631       379866.939
   2464396.340278          23.2410882        -  5.177778       379864.163
   2464396.340972          23.2416879        -  5.174924       379861.387
   2464396.341667          23.2422876        -  5.172070       379858.612
   2464396.342361          23.2428873        -  5.169215       379855.837
   2464396.343056          23.2434871        -  5.166361       379853.062
   2464396.343750          23.2440868        -  5.163507       379850.288
   2464396.344444          23.2446865        -  5.160652       379847.513
   2464396.345139          23.2452863        -  5.157797       379844.739
   2464396.345833          23.2458860        -  5.154942       379841.966
   2464396.346528          23.2464858        -  5.152087       379839.192
   2464396.347222          23.2470855        -  5.149231       379836.419
   2464396.347917          23.2476853        -  5.146376       379833.646
   2464396.348611          23.2482850        -  5.143520       379830.874
   2464396.349306          23.2488848        -  5.140664       379828.102
   2464396.350000          23.2494846        -  5.137808       379825.330
   2464396.350694          23.2500843        -  5.134952       379822.558
   2464396.351389          23.2506841        -  5.132095       379819.786
   2464396.352083          23.2512839        -  5.129239       379817.015
   2464396.352778          23.2518837        -  5.126382       379814.244
   2464396.353472          23.2524835        -  5.123525       379811.474
   2464396.354167          23.2530832        -  5.120668       379808.703
   2464396.354861          23.2536830        -  5.117811       379805.933
