                                SIDEREAL TIME                                
     
                               Astrografo ROA                                
               Location:     0°00'00.0",   0°00'00.0",     0m                
                 (Longitude referred to Ephemeris meridian)                  
     
                              Ephemeris                Local         Equation
     Julian Date            Sidereal Time          Sidereal Time       of the
         (TT)                  Mean    App.           Mean    App.   Equinoxes
          d              h  m   s       s       h  m   s       s        s
   2454857.901389       18 01 15.1561 16.0485  18 01 15.1561 16.0485  +0.8924
   2454857.902083       18 02 15.3203 16.2128  18 02 15.3203 16.2128  +0.8924
   2454857.902778       18 03 15.4846 16.3771  18 03 15.4846 16.3771  +0.8924
   2454857.903472       18 04 15.6489 16.5413  18 04 15.6489 16.5413  +0.8924
   2454857.904167       18 05 15.8132 16.7056  18 05 15.8132 16.7056  +0.8924
   2454857.904861       18 06 15.9774 16.8699  18 06 15.9774 16.8699  +0.8924
   2454857.905556       18 07 16.1417 17.0342  18 07 16.1417 17.0342  +0.8924
   2454857.906250       18 08 16.3060 17.1984  18 08 16.3060 17.1984  +0.8924
   2454857.906944       18 09 16.4703 17.3627  18 09 16.4703 17.3627  +0.8924
   2454857.907639       18 10 16.6345 17.5270  18 10 16.6345 17.5270  +0.8924
   2454857.908333       18 11 16.7988 17.6912  18 11 16.7988 17.6912  +0.8924
   2454857.909028       18 12 16.9631 17.8555  18 12 16.9631 17.8555  +0.8924
   2454857.909722       18 13 17.1273 18.0198  18 13 17.1273 18.0198  +0.8924
   2454857.910417       18 14 17.2917 18.1841  18 14 17.2917 18.1841  +0.8924
   2454857.911111       18 15 17.4559 18.3484  18 15 17.4559 18.3484  +0.8924
   2454857.911806       18 16 17.6202 18.5126  18 16 17.6202 18.5126  +0.8924
   2454857.912500       18 17 17.7845 18.6769  18 17 17.7845 18.6769  +0.8924
   2454857.913194       18 18 17.9487 18.8412  18 18 17.9487 18.8412  +0.8924
   2454857.913889       18 19 18.1130 19.0055  18 19 18.1130 19.0055  +0.8924
   2454857.914583       18 20 18.2773 19.1697  18 20 18.2773 19.1697  +0.8924
   2454857.915278       18 21 18.4416 19.3340  18 21 18.4416 19.3340  +0.8925
   2454857.915972       18 22 18.6058 19.4983  18 22 18.6058 19.4983  +0.8925
   2454857.916667       18 23 18.7701 19.6625  18 23 18.7701 19.6625  +0.8925
   2454857.917361       18 24 18.9344 19.8268  18 24 18.9344 19.8268  +0.8925
   2454857.918056       18 25 19.0987 19.9911  18 25 19.0987 19.9911  +0.8925
   2454857.918750       18 26 19.2630 20.1554  18 26 19.2630 20.1554  +0.8925
   2454857.919444       18 27 19.4272 20.3197  18 27 19.4272 20.3197  +0.8925
   2454857.920139       18 28 19.5915 20.4840  18 28 19.5915 20.4840  +0.8925
   2454857.920833       18 29 19.7558 20.6482  18 29 19.7558 20.6482  +0.8925
   2454857.921528       18 30 19.9200 20.8125  18 30 19.9200 20.8125  +0.8925
   2454857.922222       18 31 20.0843 20.9768  18 31 20.0843 20.9768  +0.8925
   2454857.922917       18 32 20.2486 21.1410  18 32 20.2486 21.1410  +0.8925
   2454857.923611       18 33 20.4128 21.3053  18 33 20.4128 21.3053  +0.8925
   2454857.924306       18 34 20.5771 21.4696  18 34 20.5771 21.4696  +0.8925
   2454857.925000       18 35 20.7414 21.6339  18 35 20.7414 21.6339  +0.8925
   2454857.925694       18 36 20.9057 21.7981  18 36 20.9057 21.7981  +0.8925
   2454857.926389       18 37 21.0700 21.9624  18 37 21.0700 21.9624  +0.8925
   2454857.927083       18 38 21.2342 22.1267  18 38 21.2342 22.1267  +0.8925
   2454857.927778       18 39 21.3985 22.2910  18 39 21.3985 22.2910  +0.8925
   2454857.928472       18 40 21.5628 22.4553  18 40 21.5628 22.4553  +0.8925
   2454857.929167       18 41 21.7271 22.6195  18 41 21.7271 22.6195  +0.8925
   2454857.929861       18 42 21.8913 22.7838  18 42 21.8913 22.7838  +0.8925
   2454857.930556       18 43 22.0556 22.9481  18 43 22.0556 22.9481  +0.8925
   2454857.931250       18 44 22.2199 23.1123  18 44 22.2199 23.1123  +0.8925
   2454857.931944       18 45 22.3841 23.2766  18 45 22.3841 23.2766  +0.8925
   2454857.932639       18 46 22.5484 23.4409  18 46 22.5484 23.4409  +0.8925
   2454857.933333       18 47 22.7127 23.6052  18 47 22.7127 23.6052  +0.8925
   2454857.934028       18 48 22.8770 23.7695  18 48 22.8770 23.7695  +0.8925
   2454857.934722       18 49 23.0413 23.9337  18 49 23.0413 23.9337  +0.8925
   2454857.935417       18 50 23.2055 24.0980  18 50 23.2055 24.0980  +0.8925
   2454857.936111       18 51 23.3698 24.2623  18 51 23.3698 24.2623  +0.8925
   2454857.936806       18 52 23.5341 24.4266  18 52 23.5341 24.4266  +0.8925
   2454857.937500       18 53 23.6983 24.5908  18 53 23.6983 24.5908  +0.8925
   2454857.938194       18 54 23.8626 24.7551  18 54 23.8626 24.7551  +0.8925
   2454857.938889       18 55 24.0269 24.9194  18 55 24.0269 24.9194  +0.8925
   2454857.939583       18 56 24.1912 25.0837  18 56 24.1912 25.0837  +0.8925
   2454857.940278       18 57 24.3554 25.2479  18 57 24.3554 25.2479  +0.8925
   2454857.940972       18 58 24.5197 25.4122  18 58 24.5197 25.4122  +0.8925
   2454857.941667       18 59 24.6840 25.5765  18 59 24.6840 25.5765  +0.8925
   2454857.942361       19 00 24.8483 25.7408  19 00 24.8483 25.7408  +0.8925
   2454857.943056       19 01 25.0126 25.9051  19 01 25.0126 25.9051  +0.8925
   2454857.943750       19 02 25.1768 26.0693  19 02 25.1768 26.0693  +0.8925
   2454857.944444       19 03 25.3411 26.2336  19 03 25.3411 26.2336  +0.8925
   2454857.945139       19 04 25.5054 26.3979  19 04 25.5054 26.3979  +0.8925
   2454857.945833       19 05 25.6696 26.5621  19 05 25.6696 26.5621  +0.8925
   2454857.946528       19 06 25.8339 26.7264  19 06 25.8339 26.7264  +0.8925
   2454857.947222       19 07 25.9982 26.8907  19 07 25.9982 26.8907  +0.8925
   2454857.947917       19 08 26.1625 27.0550  19 08 26.1625 27.0550  +0.8925
   2454857.948611       19 09 26.3267 27.2192  19 09 26.3267 27.2192  +0.8925
   2454857.949306       19 10 26.4910 27.3835  19 10 26.4910 27.3835  +0.8925
   2454857.950000       19 11 26.6553 27.5478  19 11 26.6553 27.5478  +0.8925
   2454857.950694       19 12 26.8196 27.7121  19 12 26.8196 27.7121  +0.8925
   2454857.951389       19 13 26.9838 27.8764  19 13 26.9838 27.8764  +0.8925
   2454857.952083       19 14 27.1481 28.0406  19 14 27.1481 28.0406  +0.8925
   2454857.952778       19 15 27.3124 28.2049  19 15 27.3124 28.2049  +0.8925
   2454857.953472       19 16 27.4767 28.3692  19 16 27.4767 28.3692  +0.8925
   2454857.954167       19 17 27.6409 28.5334  19 17 27.6409 28.5334  +0.8925
   2454857.954861       19 18 27.8052 28.6977  19 18 27.8052 28.6977  +0.8925
   2454857.955556       19 19 27.9695 28.8620  19 19 27.9695 28.8620  +0.8925
   2454857.956250       19 20 28.1337 29.0263  19 20 28.1337 29.0263  +0.8925
   2454857.956944       19 21 28.2980 29.1905  19 21 28.2980 29.1905  +0.8925
   2454857.957639       19 22 28.4623 29.3548  19 22 28.4623 29.3548  +0.8925
   2454857.958333       19 23 28.6266 29.5191  19 23 28.6266 29.5191  +0.8925
   2454857.959028       19 24 28.7909 29.6834  19 24 28.7909 29.6834  +0.8925
   2454857.959722       19 25 28.9551 29.8477  19 25 28.9551 29.8477  +0.8925
   2454857.960417       19 26 29.1194 30.0119  19 26 29.1194 30.0119  +0.8925
   2454857.961111       19 27 29.2837 30.1762  19 27 29.2837 30.1762  +0.8925
   2454857.961806       19 28 29.4480 30.3405  19 28 29.4480 30.3405  +0.8925
   2454857.962500       19 29 29.6122 30.5048  19 29 29.6122 30.5048  +0.8925
   2454857.963194       19 30 29.7765 30.6690  19 30 29.7765 30.6690  +0.8925
   2454857.963889       19 31 29.9408 30.8333  19 31 29.9408 30.8333  +0.8925
   2454857.964583       19 32 30.1050 30.9976  19 32 30.1050 30.9976  +0.8925
   2454857.965278       19 33 30.2693 31.1619  19 33 30.2693 31.1619  +0.8925
   2454857.965972       19 34 30.4336 31.3262  19 34 30.4336 31.3262  +0.8925
   2454857.966667       19 35 30.5979 31.4904  19 35 30.5979 31.4904  +0.8925
   2454857.967361       19 36 30.7622 31.6547  19 36 30.7622 31.6547  +0.8925
   2454857.968056       19 37 30.9264 31.8190  19 37 30.9264 31.8190  +0.8925
   2454857.968750       19 38 31.0907 31.9832  19 38 31.0907 31.9832  +0.8925
   2454857.969444       19 39 31.2550 32.1475  19 39 31.2550 32.1475  +0.8925
   2454857.970139       19 40 31.4192 32.3118  19 40 31.4192 32.3118  +0.8925
   2454857.970833       19 41 31.5835 32.4761  19 41 31.5835 32.4761  +0.8925
   2454857.971528       19 42 31.7478 32.6403  19 42 31.7478 32.6403  +0.8925
   2454857.972222       19 43 31.9121 32.8046  19 43 31.9121 32.8046  +0.8925
   2454857.972917       19 44 32.0764 32.9689  19 44 32.0764 32.9689  +0.8925
   2454857.973611       19 45 32.2406 33.1332  19 45 32.2406 33.1332  +0.8925
   2454857.974306       19 46 32.4049 33.2975  19 46 32.4049 33.2975  +0.8925
   2454857.975000       19 47 32.5692 33.4617  19 47 32.5692 33.4617  +0.8925
   2454857.975694       19 48 32.7335 33.6260  19 48 32.7335 33.6260  +0.8925
   2454857.976389       19 49 32.8977 33.7903  19 49 32.8977 33.7903  +0.8925
   2454857.977083       19 50 33.0620 33.9545  19 50 33.0620 33.9545  +0.8926
   2454857.977778       19 51 33.2263 34.1188  19 51 33.2263 34.1188  +0.8926
   2454857.978472       19 52 33.3905 34.2831  19 52 33.3905 34.2831  +0.8926
   2454857.979167       19 53 33.5548 34.4474  19 53 33.5548 34.4474  +0.8926

