  
   2456068.347454       12 15 52.6706 53.5638  12 15 52.6706 53.5638  +0.8932
   2456068.348148       12 16 52.8349 53.7281  12 16 52.8349 53.7281  +0.8932
   2456068.348843       12 17 52.9991 53.8924  12 17 52.9991 53.8924  +0.8932
   2456068.349537       12 18 53.1634 54.0567  12 18 53.1634 54.0567  +0.8932
   2456068.350231       12 19 53.3277 54.2209  12 19 53.3277 54.2209  +0.8932
   2456068.350926       12 20 53.4920 54.3852  12 20 53.4920 54.3852  +0.8932
   2456068.351620       12 21 53.6563 54.5495  12 21 53.6563 54.5495  +0.8932
   2456068.352315       12 22 53.8205 54.7138  12 22 53.8205 54.7138  +0.8932
   2456068.353009       12 23 53.9848 54.8781  12 23 53.9848 54.8781  +0.8932
   2456068.353704       12 24 54.1491 55.0423  12 24 54.1491 55.0423  +0.8933
   2456068.354398       12 25 54.3133 55.2066  12 25 54.3133 55.2066  +0.8933
   2456068.355093       12 26 54.4776 55.3709  12 26 54.4776 55.3709  +0.8933
   2456068.355787       12 27 54.6419 55.5351  12 27 54.6419 55.5351  +0.8933
   2456068.356481       12 28 54.8062 55.6994  12 28 54.8062 55.6994  +0.8933
   2456068.357176       12 29 54.9704 55.8637  12 29 54.9704 55.8637  +0.8933
   2456068.357870       12 30 55.1347 56.0280  12 30 55.1347 56.0280  +0.8933
   2456068.358565       12 31 55.2990 56.1922  12 31 55.2990 56.1922  +0.8933
   2456068.359259       12 32 55.4633 56.3566  12 32 55.4633 56.3566  +0.8933
   2456068.359954       12 33 55.6276 56.5208  12 33 55.6276 56.5208  +0.8933
   2456068.360648       12 34 55.7918 56.6851  12 34 55.7918 56.6851  +0.8933
   2456068.361343       12 35 55.9561 56.8494  12 35 55.9561 56.8494  +0.8933
   2456068.362037       12 36 56.1204 57.0136  12 36 56.1204 57.0136  +0.8933
   2456068.362731       12 37 56.2846 57.1779  12 37 56.2846 57.1779  +0.8933
   2456068.363426       12 38 56.4489 57.3422  12 38 56.4489 57.3422  +0.8933
   2456068.364120       12 39 56.6132 57.5065  12 39 56.6132 57.5065  +0.8933
   2456068.364815       12 40 56.7775 57.6707  12 40 56.7775 57.6707  +0.8933
   2456068.365509       12 41 56.9417 57.8350  12 41 56.9417 57.8350  +0.8933
   2456068.366204       12 42 57.1060 57.9993  12 42 57.1060 57.9993  +0.8933
   2456068.366898       12 43 57.2703 58.1636  12 43 57.2703 58.1636  +0.8933
   2456068.367593       12 44 57.4346 58.3279  12 44 57.4346 58.3279  +0.8933
   2456068.368287       12 45 57.5988 58.4921  12 45 57.5988 58.4921  +0.8933
   2456068.368981       12 46 57.7631 58.6564  12 46 57.7631 58.6564  +0.8933
   2456068.369676       12 47 57.9274 58.8207  12 47 57.9274 58.8207  +0.8933
   2456068.370370       12 48 58.0917 58.9850  12 48 58.0917 58.9850  +0.8933
   2456068.371065       12 49 58.2559 59.1492  12 49 58.2559 59.1492  +0.8933
   2456068.371759       12 50 58.4202 59.3135  12 50 58.4202 59.3135  +0.8933
   2456068.372454       12 51 58.5845 59.4778  12 51 58.5845 59.4778  +0.8933
   2456068.373148       12 52 58.7487 59.6421  12 52 58.7487 59.6421  +0.8933
   2456068.373843       12 53 58.9130 59.8063  12 53 58.9130 59.8063  +0.8933
   2456068.374537       12 54 59.0773 59.9706  12 54 59.0773 59.9706  +0.8933
   2456068.375231       12 55 59.2416 60.1349  12 55 59.2416 60.1349  +0.8933
   2456068.375926       12 56 59.4059 60.2992  12 56 59.4059 60.2992  +0.8933
   2456068.376620       12 57 59.5701 60.4635  12 57 59.5701 60.4635  +0.8933
   2456068.377315       12 58 59.7344 60.6277  12 58 59.7344 60.6277  +0.8933
   2456068.378009       12 59 59.8987 60.7920  12 59 59.8987 60.7920  +0.8933
   2456068.378704       13 01 00.0630 00.9563  13 01 00.0630 00.9563  +0.8933
   2456068.379398       13 02 00.2272 01.1206  13 02 00.2272 01.1206  +0.8933
   2456068.380093       13 03 00.3915 01.2848  13 03 00.3915 01.2848  +0.8933
   2456068.380787       13 04 00.5558 01.4491  13 04 00.5558 01.4491  +0.8933
   2456068.381481       13 05 00.7200 01.6134  13 05 00.7200 01.6134  +0.8933
   2456068.382176       13 06 00.8843 01.7777  13 06 00.8843 01.7777  +0.8933
   2456068.382870       13 07 01.0486 01.9420  13 07 01.0486 01.9420  +0.8933
   2456068.383565       13 08 01.2129 02.1062  13 08 01.2129 02.1062  +0.8933
   2456068.384259       13 09 01.3772 02.2705  13 09 01.3772 02.2705  +0.8933
   2456068.384954       13 10 01.5414 02.4348  13 10 01.5414 02.4348  +0.8933
   2456068.385648       13 11 01.7057 02.5991  13 11 01.7057 02.5991  +0.8934
   2456068.386343       13 12 01.8700 02.7633  13 12 01.8700 02.7633  +0.8934
   2456068.387037       13 13 02.0342 02.9276  13 13 02.0342 02.9276  +0.8934
   2456068.387731       13 14 02.1985 03.0919  13 14 02.1985 03.0919  +0.8934
   2456068.388426       13 15 02.3628 03.2561  13 15 02.3628 03.2561  +0.8934
   2456068.389120       13 16 02.5271 03.4204  13 16 02.5271 03.4204  +0.8934
   2456068.389815       13 17 02.6913 03.5847  13 17 02.6913 03.5847  +0.8934
   2456068.390509       13 18 02.8556 03.7490  13 18 02.8556 03.7490  +0.8934
   2456068.391204       13 19 03.0199 03.9133  13 19 03.0199 03.9133  +0.8934
   2456068.391898       13 20 03.1842 04.0776  13 20 03.1842 04.0776  +0.8934
   2456068.392593       13 21 03.3485 04.2418  13 21 03.3485 04.2418  +0.8934
   2456068.393287       13 22 03.5127 04.4061  13 22 03.5127 04.4061  +0.8934
   2456068.393981       13 23 03.6770 04.5704  13 23 03.6770 04.5704  +0.8934
   2456068.394676       13 24 03.8413 04.7346  13 24 03.8413 04.7346  +0.8934
   2456068.395370       13 25 04.0055 04.8989  13 25 04.0055 04.8989  +0.8934
   2456068.396065       13 26 04.1698 05.0632  13 26 04.1698 05.0632  +0.8934
