   2456422.350694       11 36 14.0376 14.7343  11 36 14.0376 14.7343  +0.6967
   2456422.351389       11 37 14.2019 14.8986  11 37 14.2019 14.8986  +0.6967
   2456422.352083       11 38 14.3662 15.0629  11 38 14.3662 15.0629  +0.6967
   2456422.352778       11 39 14.5304 15.2271  11 39 14.5304 15.2271  +0.6967
   2456422.353472       11 40 14.6947 15.3914  11 40 14.6947 15.3914  +0.6967
   2456422.354167       11 41 14.8590 15.5557  11 41 14.8590 15.5557  +0.6967
   2456422.354861       11 42 15.0233 15.7200  11 42 15.0233 15.7200  +0.6967
   2456422.355556       11 43 15.1876 15.8843  11 43 15.1876 15.8843  +0.6967
   2456422.356250       11 44 15.3518 16.0485  11 44 15.3518 16.0485  +0.6967
   2456422.356944       11 45 15.5161 16.2128  11 45 15.5161 16.2128  +0.6967
   2456422.357639       11 46 15.6804 16.3771  11 46 15.6804 16.3771  +0.6967
   2456422.358333       11 47 15.8446 16.5414  11 47 15.8446 16.5414  +0.6967
   2456422.359028       11 48 16.0089 16.7056  11 48 16.0089 16.7056  +0.6967
   2456422.359722       11 49 16.1732 16.8699  11 49 16.1732 16.8699  +0.6967
   2456422.360417       11 50 16.3374 17.0342  11 50 16.3374 17.0342  +0.6967
   2456422.361111       11 51 16.5017 17.1984  11 51 16.5017 17.1984  +0.6967
   2456422.361806       11 52 16.6660 17.3627  11 52 16.6660 17.3627  +0.6967
   2456422.362500       11 53 16.8303 17.5270  11 53 16.8303 17.5270  +0.6967
   2456422.363194       11 54 16.9946 17.6913  11 54 16.9946 17.6913  +0.6967
   2456422.363889       11 55 17.1588 17.8556  11 55 17.1588 17.8556  +0.6967
   2456422.364583       11 56 17.3231 18.0198  11 56 17.3231 18.0198  +0.6967
   2456422.365278       11 57 17.4874 18.1841  11 57 17.4874 18.1841  +0.6967
   2456422.365972       11 58 17.6517 18.3484  11 58 17.6517 18.3484  +0.6967
   2456422.366667       11 59 17.8159 18.5127  11 59 17.8159 18.5127  +0.6967
   2456422.367361       12 00 17.9802 18.6769  12 00 17.9802 18.6769  +0.6967
   2456422.368056       12 01 18.1445 18.8412  12 01 18.1445 18.8412  +0.6967
   2456422.368750       12 02 18.3087 19.0055  12 02 18.3087 19.0055  +0.6967
   2456422.369444       12 03 18.4730 19.1697  12 03 18.4730 19.1697  +0.6967
   2456422.370139       12 04 18.6373 19.3340  12 04 18.6373 19.3340  +0.6967
   2456422.370833       12 05 18.8016 19.4983  12 05 18.8016 19.4983  +0.6967
   2456422.371528       12 06 18.9659 19.6626  12 06 18.9659 19.6626  +0.6967
   2456422.372222       12 07 19.1301 19.8269  12 07 19.1301 19.8269  +0.6967
   2456422.372917       12 08 19.2944 19.9911  12 08 19.2944 19.9911  +0.6967
   2456422.373611       12 09 19.4587 20.1554  12 09 19.4587 20.1554  +0.6967
   2456422.374306       12 10 19.6229 20.3197  12 10 19.6229 20.3197  +0.6967
   2456422.375000       12 11 19.7872 20.4839  12 11 19.7872 20.4839  +0.6967
   2456422.375694       12 12 19.9515 20.6482  12 12 19.9515 20.6482  +0.6967
   2456422.376389       12 13 20.1158 20.8125  12 13 20.1158 20.8125  +0.6967
   2456422.377083       12 14 20.2800 20.9768  12 14 20.2800 20.9768  +0.6967
   2456422.377778       12 15 20.4443 21.1410  12 15 20.4443 21.1410  +0.6967
   2456422.378472       12 16 20.6086 21.3053  12 16 20.6086 21.3053  +0.6967
   2456422.379167       12 17 20.7729 21.4696  12 17 20.7729 21.4696  +0.6967
   2456422.379861       12 18 20.9372 21.6339  12 18 20.9372 21.6339  +0.6967
   2456422.380556       12 19 21.1014 21.7982  12 19 21.1014 21.7982  +0.6967
